price_usd;comuna;habitaciones;ba�o;area_construida;area_total
102117;CerroNavia;4;2;114;70
665617;Peñalolén;4;2;472;472
361219;Huechuraba;4;3;118;169
105853;LaFlorida;2;1;180;180
130760;Melipilla;3;2;90;200
93400;PuenteAlto;3;1;70;90
199253;Santiago;3;1;90;360
119552;Colina;3;2;56;56
115235;Quilicura;4;2;65;90
137396;SanJoaquín;3;2;78;94
181717;Maipú;3;1;82;160
580609;Colina;5;4;270;270
373599;Santiago;3;2;288;288
261519;Maipú;5;3;140;100
315068;Maipú;3;3;123;200
100872;PuenteAlto;3;2;55;80
170610;IsladeMaipo;2;1;90;500
363435;PuenteAlto;4;1;173;1000
143213;Pirque;3;2;144;500
296389;Ñuñoa;3;1;70;268
990581;Providencia;7;3;250;450
105853;PuenteAlto;5;2;105;113
199253;EstaciónCentral;2;1;61;200
103362;PuenteAlto;4;2;70;70
85928;LaGranja;4;2;200;160
193026;PuenteAlto;4;2;105;180
236613;EstaciónCentral;3;0;90;235
370083;Maipú;5;3;180;294
143213;Peñaflor;3;2;0;0
163989;Colina;3;2;76;76
305817;Colina;4;2;90;305
425484;SanBernardo;3;2;144;400
108344;PuenteAlto;3;1;73;78
87173;PuenteAlto;5;1;79;37
186800;PuenteAlto;5;0;118;110
837672;Colina;4;4;300;350
858503;Peñaflor;3;4;502;725
121440;PedroAguirreCerda;2;2;67;130
124533;Lampa;3;1;51;130
227895;Maipú;3;4;90;234
80946;LoEspejo;3;1;64;78
93400;Santiago;2;2;45;45
576177;Vitacura;3;3;110;224
122042;Lampa;4;2;120;145
952908;Santiago;7;5;614;614
212742;Colina;3;3;105;182
195989;Maipú;3;3;90;160
664819;LoBarnechea;5;4;180;320
476454;LaFlorida;4;1;114;114
230471;Colina;3;3;93;93
249066;PuenteAlto;5;3;200;260
438781;Lampa;3;3;184;184
92154;Peñalolén;3;1;60;68
609418;LasCondes;7;4;216;326
742382;LoBarnechea;4;3;140;300
124533;PuenteAlto;4;2;125;75
72229;PuenteAlto;2;1;40;78
165629;Renca;3;3;63;63
633795;Colina;6;5;207;468
367867;Maipú;5;3;160;300
642659;Santiago;5;4;151;400
91834;LaFlorida;3;1;78;66
199446;Maipú;4;1;100;240
700276;Colina;2;2;205;5358
819944;Colina;3;4;300;5000
530083;Peñalolén;5;3;170;400
118306;PedroAguirreCerda;3;1;70;81
452077;Colina;3;3;139;368
118306;Santiago;3;1;98;75
93400;PadreHurtado;3;2;51;72
1041550;Santiago;11;6;538;10000
115235;Recoleta;3;1;36;48
1152354;LoBarnechea;5;3;286;850
842105;Independencia;5;4;689;689
105853;PuenteAlto;3;1;77;86
1108032;LoBarnechea;5;5;703;703
149440;Lampa;3;2;67;133
709141;Santiago;13;4;320;520
122415;LaFlorida;3;2;60;110
112080;Peñaflor;3;2;110;1121
87173;Buin;3;1;50;85
74720;LaFlorida;2;1;45;45
201662;Maipú;4;2;95;115
611634;LoBarnechea;4;4;180;216
171856;PuenteAlto;3;2;75;200
1130193;LoBarnechea;7;5;367;1182
1139057;LoBarnechea;6;5;278;1009
84060;PedroAguirreCerda;3;1;90;147
155666;Curacaví;3;2;105;105
1010526;LasCondes;6;5;216;448
186149;Colina;3;3;90;90
88643;PuenteAlto;2;1;60;60
187213;LaGranja;5;2;160;204
134515;LaFlorida;4;2;64;100
1263157;LoBarnechea;4;3;257;257
193026;Maipú;3;3;86;132
1263157;LoBarnechea;4;3;170;1200
141828;CerroNavia;3;1;95;162
149440;Colina;2;1;88;295
527867;Santiago;3;2;400;4600
161893;Pudahuel;3;1;110;120
186800;Pudahuel;5;2;131;172
221669;LaFlorida;5;2;200;200
487534;Curacaví;3;1;64;5000
620498;CaleradeTango;4;4;340;5044
103362;Buin;3;2;95;110
139612;PuenteAlto;3;2;67;89
79701;Buin;4;2;142;98
311333;Recoleta;6;2;170;189
731301;Pirque;4;4;341;5000
287671;LaFlorida;4;3;116;173
1994458;LasCondes;5;8;580;1994
775623;LasCondes;4;3;120;400
398506;SanMiguel;7;2;180;396
172853;SanBernardo;3;1;93;223
257861;IsladeMaipo;5;2;140;650
274349;Colina;3;3;128;300
68493;SanBernardo;3;1;42;60
193026;PuenteAlto;7;2;105;210
118306;PuenteAlto;3;2;101;101
186800;PuenteAlto;3;3;90;165
122042;Santiago;4;2;100;100
333748;LaFlorida;2;1;403;403
598337;Lampa;5;4;286;5048
396676;Pudahuel;3;2;110;500
230471;Colina;3;3;90;90
103091;Buin;2;1;60;120
354570;Colina;3;3;92;202
332410;LaFlorida;5;3;139;200
159402;Maipú;3;2;115;70
259280;Colina;3;3;112;150
97507;SanBernardo;2;1;50;72
203878;Maipú;4;1;65;199
1994458;LasCondes;4;4;380;500
414404;Peñalolén;4;4;150;326
122042;Maipú;3;1;70;130
298879;SanMiguel;3;2;120;390
992797;Providencia;5;4;240;320
286426;Renca;4;2;200;504
731301;LasCondes;4;3;167;470
150692;Santiago;2;2;52;52
200687;Maipú;5;2;130;130
120797;Pudahuel;2;1;49;127
249066;Melipilla;4;1;120;303
174346;PuenteAlto;3;3;118;94
310249;PuenteAlto;4;2;112;200
168120;Maipú;7;3;145;110
99626;Maipú;2;1;40;97
161893;Maipú;4;1;112;168
242839;PuenteAlto;5;2;110;123
119667;PuenteAlto;4;1;72;98
1453738;LasCondes;6;5;300;870
296509;LaFlorida;3;3;121;248
68493;Buin;4;1;58;72
842105;Independencia;5;4;689;689
288088;PuenteAlto;3;3;138;198
174346;EstaciónCentral;3;1;156;304
296953;LaFlorida;4;4;121;203
87173;PuenteAlto;3;1;70;84
273973;Independencia;5;2;300;413
819944;Colina;5;5;330;2300
124533;Renca;7;3;154;210
193026;Maipú;3;2;82;116
80946;LaFlorida;2;1;65;144
93400;PuenteAlto;2;1;59;100
1014958;Vitacura;6;4;180;464
372742;Maipú;5;3;109;286
118306;Macul;3;2;70;128
155666;PuenteAlto;3;3;100;85
99626;Talagante;3;0;5000;5000
219054;PuenteAlto;4;3;120;170
186800;Maipú;4;3;100;150
571745;Vitacura;4;2;220;162
155666;LaFlorida;3;2;71;132
195014;Maipú;3;2;80;190
886426;CaleradeTango;6;6;488;6860
674127;Vitacura;3;2;103;264
74720;Colina;2;1;55;55
176310;Maipú;3;2;70;146
203435;Santiago;3;2;75;78
704709;Colina;4;4;247;360
620498;Vitacura;4;3;200;312
819944;Ñuñoa;5;4;195;300
168120;Renca;3;2;104;190
731301;Colina;5;3;280;280
161893;Maipú;2;2;61;120
112080;Maipú;2;1;107;100
704709;Colina;3;3;220;220
136986;PuenteAlto;3;1;87;110
359002;LaCisterna;6;3;188;336
206094;Colina;3;3;81;100
182382;LaFlorida;3;1;56;230
80946;SanBernardo;3;2;81;108
580609;LaFlorida;5;6;220;631
246870;Tiltil;3;2;300;300
299169;Peñalolén;4;3;143;190
108344;Peñalolén;3;1;63;69
183933;Quilicura;4;2;80;125
354570;Colina;4;3;140;140
186800;Macul;3;2;0;0
775623;Colina;5;4;340;340
394460;Peñalolén;5;3;200;260
1458171;LasCondes;6;7;418;318
129418;Santiago;3;1;98;75
496887;EstaciónCentral;1;1;572;572
527423;Vitacura;2;2;110;320
56040;Lampa;3;2;44;44
199446;Maipú;3;1;46;168
234903;Macul;4;2;90;120
575734;CaleradeTango;4;5;260;5000
1307478;Santiago;5;5;320;1500
124533;LoEspejo;2;1;70;224
210526;Cerrillos;3;2;120;196
80946;PuenteAlto;3;2;48;60
93400;PadreHurtado;3;1;71;162
686980;Peñalolén;5;5;162;565
88418;PuenteAlto;2;1;56;80
165629;Renca;3;2;82;122
296953;Colina;6;2;215;1181
248199;Colina;3;3;112;112
366537;Curacaví;5;3;290;290
155666;PuenteAlto;4;2;93;136
94645;Maipú;4;1;60;80
118306;Lampa;3;1;51;130
509252;Colina;4;3;126;126
930747;Vitacura;4;4;200;400
68493;PuenteAlto;2;1;60;60
421052;LaFlorida;3;3;130;363
366537;Curacaví;5;3;290;290
152377;Conchalí;3;1;80;171
85928;Maipú;3;1;53;62
1041550;LasCondes;4;3;245;416
793351;LasCondes;4;3;193;210
46077;SanBernardo;2;1;42;42
1236564;LasCondes;5;3;385;1280
112080;PedroAguirreCerda;5;2;60;85
183933;Colina;3;3;98;98
1494396;Providencia;10;3;280;362
161773;PuenteAlto;4;2;109;110
219036;IsladeMaipo;3;1;100;710
886426;LoBarnechea;5;4;236;450
487534;Colina;3;3;139;412
249066;SanMiguel;4;3;0;700
296953;Colina;6;2;225;1120
149440;SanJoaquín;3;2;150;162
105853;Pudahuel;4;1;79;89
423412;LaFlorida;3;3;127;1300
161893;Macul;2;1;58;200
309806;Huechuraba;3;2;116;180
332410;Maipú;3;2;47;390
186800;LaFlorida;3;1;60;144
118306;Santiago;3;1;98;75
58531;Melipilla;4;1;60;80
230471;Colina;3;2;72;72
168120;Renca;2;1;72;185
622665;LaFlorida;3;2;80;995
226650;Peñalolén;3;2;88;88
149440;Colina;2;1;88;295
211706;SanMiguel;4;3;150;200
598337;Santiago;4;4;140;495
168120;SanBernardo;8;3;342;533
153130;Quilicura;3;3;98;98
198471;PedroAguirreCerda;3;2;165;180
179501;Colina;3;2;73;73
885983;LasCondes;4;3;164;164
296953;Colina;6;2;215;1181
156676;Macul;4;2;87;171
279180;LaFlorida;6;3;162;184
1187811;LoBarnechea;6;4;320;735
199253;Maipú;3;3;90;159
106726;Santiago;3;1;74;125
367867;LaFlorida;3;3;105;280
125872;Maipú;3;2;66;90
686980;LaReina;4;4;196;240
118306;LaGranja;4;1;180;180
199253;Santiago;4;2;134;102
70984;Santiago;2;1;50;50
611634;Colina;4;4;184;431
70984;Santiago;3;1;60;60
509252;Colina;4;4;140;460
196762;Maipú;3;2;99;267
1063268;LaReina;5;4;240;600
196762;Maipú;3;2;99;267
228255;Cerrillos;3;2;96;371
212742;Colina;3;3;105;182
137396;QuintaNormal;3;2;70;110
2654846;LoBarnechea;6;4;692;692
487534;Ñuñoa;3;3;121;252
332410;Melipilla;7;4;550;5000
143601;Buin;3;3;70;140
186800;PuenteAlto;4;3;60;146
398448;LoBarnechea;5;3;114;251
105853;PuenteAlto;3;2;79;74
208310;Colina;4;3;110;170
886426;Colina;3;3;524;5250
509695;Peñalolén;5;4;180;490
1057240;Providencia;7;7;350;305
211706;Maipú;3;1;49;144
265928;Colina;3;3;113;130
149440;PuenteAlto;3;0;100;260
168120;SanJoaquín;5;2;163;110
224159;Independencia;9;2;217;217
152908;Recoleta;2;2;90;140
975068;LoBarnechea;7;5;420;2200
398892;Colina;3;3;152;325
160648;Maipú;3;3;66;141
775623;Ñuñoa;6;4;256;585
105853;Santiago;3;1;90;120
69738;PuenteAlto;2;1;56;90
194570;Maipú;3;3;107;143
554016;Colina;4;3;140;459
232687;LaFlorida;3;2;86;86
265928;Cerrillos;5;3;143;148
2511776;LaReina;4;4;228;4928
443213;QuintaNormal;5;4;168;440
168120;SanJoaquín;4;1;81;180
1284874;LasCondes;5;5;270;538
143213;LoEspejo;4;2;128;234
2171743;LasCondes;5;4;470;1763
744598;LasCondes;5;4;140;488
195014;Quilicura;3;2;77;137
279224;Quilicura;3;0;135;200
611634;Colina;3;3;170;735
211706;LaFlorida;3;2;80;500
766758;Colina;3;3;310;820
1240996;Colina;6;6;300;5000
611634;Maipú;5;3;370;6170
571745;Colina;3;3;140;514
108344;Quilicura;4;2;100;80
134496;SanJoaquín;8;2;147;175
775623;LasCondes;3;3;180;300
265928;Colina;3;3;130;280
1019390;LaReina;5;3;242;1350
224159;LoPrado;4;3;100;270
73474;Peñaflor;3;2;89;78
881994;Paine;6;8;562;5000
78456;ElMonte;3;1;36;80
80946;CerroNavia;3;1;70;128
84682;LaFlorida;3;1;76;76
82192;Lampa;3;2;54;78
112080;LaFlorida;3;2;100;150
242839;Quilicura;3;2;130;180
92154;PuenteAlto;3;1;68;80
75965;Lampa;3;1;75;90
104608;Pudahuel;2;2;70;80
124533;ElBosque;6;2;103;163
182604;PuenteAlto;3;2;90;142
115816;PuenteAlto;3;1;90;135
149440;Quilicura;3;3;100;122
1772852;LasCondes;4;3;356;356
421052;LasCondes;5;2;98;128
152553;PuenteAlto;5;2;98;140
174346;Maipú;5;4;200;250
174346;Renca;3;3;80;120
224159;PuenteAlto;3;2;137;137
161893;Maipú;3;1;214;100
161893;Maipú;3;3;66;141
154421;EstaciónCentral;3;1;80;122
143213;Maipú;3;1;100;113
205479;Maipú;3;2;180;180
178082;EstaciónCentral;3;1;180;285
747198;Macul;4;3;602;602
299169;Peñalolén;3;2;148;190
327978;SanBernardo;3;3;157;463
332410;Ñuñoa;4;3;109;70
1143489;Colina;5;6;490;5000
793351;LasCondes;5;5;210;319
178172;PuenteAlto;7;2;127;100
177285;Colina;3;2;62;62
359002;Macul;3;2;117;290
1240996;LasCondes;4;5;250;625
341274;Huechuraba;4;3;129;263
611634;Colina;4;4;250;5000
224159;LaFlorida;4;3;120;209
753019;LasCondes;14;4;257;447
709141;Ñuñoa;4;4;173;366
593905;Peñalolén;4;3;240;900
149440;Quilicura;4;2;74;87
84682;PuenteAlto;3;1;80;100
143213;Maipú;2;2;97;128
1058531;Vitacura;4;3;120;490
105853;LaPintana;3;1;100;120
429917;LaFlorida;5;4;152;315
176399;Quilicura;2;2;72;192
186800;Ñuñoa;3;1;120;250
975068;Ñuñoa;5;4;300;600
975068;Providencia;4;3;172;407
137396;Quilicura;3;1;51;126
190582;PuenteAlto;4;3;89;149
230386;Ñuñoa;3;2;90;220
265928;Melipilla;4;2;250;5000
230028;Peñalolén;3;2;78;190
1970525;SanBernardo;3;2;200;12500
629362;Peñalolén;5;4;139;530
376288;LaFlorida;3;3;105;300
109589;PadreHurtado;2;1;70;92
412188;LaFlorida;3;3;108;340
70984;PuenteAlto;3;2;50;80
212609;PuenteAlto;4;3;109;153
156366;SanMiguel;3;1;79;139
1063711;Huechuraba;4;3;350;4000
2880884;Vitacura;5;6;530;4300
112080;PuenteAlto;3;1;100;80
149440;LaGranja;4;0;0;0
660387;Colina;3;3;188;449
664819;SanMiguel;4;1;176;297
881994;Colina;5;4;301;5002
1325207;LaReina;4;5;253;754
205479;LaFlorida;3;2;77;200
841661;LoBarnechea;6;5;234;603
118306;LaPintana;3;1;87;100
456509;LaFlorida;5;3;189;1005
199253;LasCondes;3;1;60;160
105853;Lampa;6;3;160;250
522991;Ñuñoa;3;2;140;230
99626;Quilicura;3;2;60;120
136986;SanBernardo;2;1;56;90
105853;LaFlorida;3;1;80;100
97136;PuenteAlto;2;2;80;100
124533;Conchalí;4;2;85;90
207867;PadreHurtado;3;3;77;136
249066;ElBosque;6;3;300;500
554016;Colina;3;3;163;377
686980;LaReina;4;4;196;282
287645;Colina;3;3;102;298
343490;Huechuraba;3;3;106;244
249066;LasCondes;2;1;40;160
1019390;LasCondes;5;4;314;568
642659;Colina;6;6;261;5000
1108032;Peñalolén;4;4;326;1900
638227;Colina;3;4;151;384
660387;Colina;3;3;150;530
72229;PuenteAlto;4;2;80;100
1263157;LasCondes;5;4;290;790
70984;Colina;3;1;84;68
249066;LasCondes;4;1;110;180
647091;Colina;4;3;153;550
141828;PuenteAlto;3;1;60;162
77210;PuenteAlto;2;1;42;57
575734;Colina;3;3;140;404
333075;LaCisterna;6;3;325;500
417186;Ñuñoa;4;2;108;106
766758;Colina;5;3;182;439
176837;PuenteAlto;4;3;110;270
660387;Colina;6;7;360;5000
286426;LoBarnechea;7;3;140;160
226039;Renca;3;3;106;195
157341;Maipú;3;2;64;125
598337;Colina;4;3;164;460
80946;Lampa;4;2;74;87
205479;LasCondes;3;1;65;160
975068;LasCondes;5;4;240;350
997229;LasCondes;4;4;250;700
721107;Colina;3;4;191;491
653739;Colina;3;4;160;541
1551245;LoBarnechea;4;4;301;1102
288088;Tiltil;5;4;200;54000
66002;LaGranja;2;1;58;69
602326;Colina;3;3;170;750
231631;Macul;4;3;140;335
298879;SanMiguel;9;5;500;330
597894;LasCondes;3;3;160;292
535492;LasCondes;3;2;120;250
234903;Lampa;4;3;140;160
207867;PadreHurtado;3;3;77;136
971357;Buin;4;2;150;4080
108344;Quilicura;2;1;85;100
115816;PuenteAlto;4;2;117;89
1639888;LoBarnechea;5;5;450;1800
1994458;LoBarnechea;5;7;700;1350
620055;Vitacura;3;1;90;350
136986;PuenteAlto;2;1;80;100
433905;LasCondes;3;3;140;280
186800;EstaciónCentral;4;2;93;214
80946;Melipilla;2;1;54;120
221163;SanBernardo;4;3;110;210
98381;Maipú;2;1;53;73
386052;Peñalolén;3;3;150;245
124533;ElBosque;4;2;135;132
828808;Santiago;11;3;275;313
176842;Maipú;4;3;109;128
310249;Santiago;5;3;233;210
255293;LasCondes;3;1;75;300
286316;Santiago;3;2;87;110
62267;PuenteAlto;3;1;60;60
398448;Pudahuel;3;3;110;500
105853;Maipú;4;1;75;160
161893;LaFlorida;5;3;80;200
68493;PuenteAlto;2;1;56;90
452077;SanBernardo;11;8;400;520
210461;PuenteAlto;3;3;132;160
186800;Maipú;3;3;90;178
230471;LaFlorida;3;1;85;150
1019390;LaReina;3;4;260;260
136986;LaPintana;4;3;190;200
1183379;Providencia;7;3;331;387
819944;LasCondes;5;4;170;370
2650413;LoBarnechea;5;6;600;1650
186800;PuenteAlto;3;3;82;120
226039;Recoleta;5;3;220;280
176310;Maipú;3;2;70;146
165008;Maipú;4;2;70;145
112080;Quilicura;4;2;66;90
575734;Colina;3;3;160;562
112080;Pudahuel;3;1;45;75
877562;Colina;4;4;255;731
168421;Lampa;3;2;70;210
1551245;LoBarnechea;4;4;320;1200
664819;LasCondes;4;4;143;244
1240996;LasCondes;4;4;300;300
298879;LasCondes;3;1;75;341
161773;Cerrillos;3;2;151;59
230386;Tiltil;4;5;140;306
161773;Peñaflor;3;3;73;160
220720;Peñalolén;4;2;95;109
105853;PedroAguirreCerda;4;1;83;81
171856;Maipú;3;3;96;121
68493;SanBernardo;3;1;43;60
180573;Quilicura;3;3;88;120
180831;Cerrillos;3;2;82;121
456509;Peñalolén;4;3;114;280
94645;Lampa;3;1;0;0
622665;IsladeMaipo;6;4;300;5100
118306;Quilicura;3;1;90;105
103362;Lampa;3;1;81;120
625156;Vitacura;4;3;140;300
1806;Peñalolén;4;3;114;280
84060;PedroAguirreCerda;3;1;90;147
222936;LaFlorida;3;3;99;137
181717;Pudahuel;3;2;105;150
159402;Maipú;3;2;115;70
168120;Renca;2;1;72;185
177285;SanBernardo;4;3;90;122
236613;Santiago;7;3;161;184
474238;Peñalolén;2;0;0;0
1063711;LoBarnechea;4;3;250;950
1054847;LoBarnechea;4;4;260;694
177285;Buin;3;3;93;161
168120;EstaciónCentral;4;2;160;160
3013848;LasCondes;3;4;500;3500
1130193;Providencia;6;3;460;800
255293;LasCondes;3;1;50;200
230262;Ñuñoa;3;1;81;95
930304;LasCondes;6;5;265;480
718005;Colina;3;3;175;500
236613;Maipú;3;3;140;165
80946;LaPintana;3;1;70;80
161893;Paine;3;2;125;455
131058;PuenteAlto;3;2;90;100
1014913;LaReina;8;5;321;1958
4;Maipú;3;1;60;60
332410;Maipú;3;1;88;278
376731;Huechuraba;5;4;140;272
93400;PuenteAlto;2;1;45;70
238449;Independencia;6;1;200;279
187922;Talagante;4;2;113;580
398448;Ñuñoa;4;2;100;180
217174;PuenteAlto;3;2;100;200
90909;PuenteAlto;3;1;75;100
1706370;LoBarnechea;5;5;340;1050
1320730;LasCondes;6;6;350;1300
975068;SanMiguel;3;1;112;660
83437;SanBernardo;4;2;96;100
166205;Santiago;4;2;117;117
1085872;Vitacura;4;4;200;400
186800;LoPrado;2;1;130;170
159557;Buin;3;2;75;160
1994458;LasCondes;4;4;650;2500
363435;SanMiguel;6;2;130;400
118306;Cerrillos;3;1;85;110
332410;Paine;4;2;100;5100
217933;LasCondes;3;1;75;160
93400;PuenteAlto;3;1;100;200
797783;Pirque;3;5;290;5040
80946;SanBernardo;3;1;47;75
753462;Colina;4;4;235;636
1551245;LasCondes;5;4;590;1100
93400;SanBernardo;3;2;120;120
93400;PuenteAlto;4;2;100;100
572852;LasCondes;4;3;125;250
442770;LasCondes;4;3;95;200
149440;Quilicura;3;3;85;85
1240996;LoBarnechea;4;4;290;800
180573;Buin;3;2;66;189
102117;PuenteAlto;5;2;80;140
465374;SanMiguel;3;3;169;714
1196232;LasCondes;5;5;270;538
607202;Colina;3;3;140;500
155666;PuenteAlto;3;2;102;198
93400;LoEspejo;4;3;0;0
89664;SanBernardo;2;1;0;0
77210;CerroNavia;2;1;57;0
593905;Peñalolén;4;3;240;900
808219;Peñalolén;5;5;200;650
319069;Santiago;7;2;203;203
274792;SanBernardo;3;3;122;244
568731;EstaciónCentral;8;5;311;572
205479;SanJoaquín;3;2;110;250
134958;LaReina;3;1;76;135
67248;PuenteAlto;5;1;65;90
93400;LoEspejo;3;1;90;105
224159;LasCondes;2;1;40;160
230386;Independencia;9;2;217;217
201743;LasCondes;5;1;100;160
664819;Lampa;4;4;411;5000
62267;LaFlorida;3;1;0;0
571745;LasCondes;4;3;140;230
149440;Lampa;4;1;75;400
114570;PuenteAlto;3;1;70;100
112080;Quilicura;4;2;67;78
188986;PuenteAlto;3;2;77;136
74720;PuenteAlto;2;1;46;60
576177;Colina;4;3;186;471
222936;LaFlorida;3;3;99;137
186800;PuenteAlto;3;3;82;120
146949;EstaciónCentral;3;1;74;170
255293;LasCondes;3;1;67;306
1258725;LoBarnechea;5;5;357;1190
189474;SanBernardo;3;3;81;153
84682;LaPintana;2;1;100;126
310249;Colina;3;3;114;402
2393350;LasCondes;5;6;840;2300
93400;PuenteAlto;4;2;100;120
180573;LaFlorida;4;2;95;120
62050;Colina;2;1;5749;9935
309806;Ñuñoa;3;2;180;180
172853;Quilicura;3;3;78;121
1728531;LoBarnechea;5;5;400;1200
130760;Pudahuel;3;2;100;75
1320775;LasCondes;6;6;350;1300
611634;Colina;3;3;140;500
108344;Pudahuel;2;1;53;125
642659;Providencia;3;2;140;330
105853;Lampa;6;3;160;250
323786;SanMiguel;7;3;200;202
242839;SanJoaquín;6;5;170;259
97994;PuenteAlto;2;1;56;58
195856;Lampa;3;3;0;500
87313;PuenteAlto;3;2;65;75
221606;SanBernardo;4;2;98;300
97019;PuenteAlto;2;1;70;100
217933;Independencia;9;2;217;217
248199;PuenteAlto;4;2;116;318
224159;LaCisterna;4;2;80;320
199253;PuenteAlto;3;3;89;104
120797;LaGranja;3;2;90;110
978659;Providencia;10;6;487;509
664819;Vitacura;4;3;96;230
531412;LoBarnechea;4;3;165;170
160886;Maipú;5;2;104;154
672478;Independencia;27;6;651;651
290304;LaFlorida;4;3;117;138
567313;SanBernardo;5;4;138;836
1161218;LoBarnechea;4;3;220;8000
319113;Peñaflor;4;3;120;380
3545704;LasCondes;5;6;650;2250
174346;Peñalolén;7;2;180;234
775623;Colina;5;4;185;590
298879;Santiago;5;4;260;190
841661;LoBarnechea;6;5;234;603
1280885;LoBarnechea;4;6;500;1400
180573;Recoleta;4;2;116;240
108344;PadreHurtado;4;2;75;85
230386;PuenteAlto;4;3;136;160
286426;Peñalolén;4;2;129;325
236613;Peñalolén;3;3;90;190
110834;SanRamón;3;1;0;0
443213;Peñalolén;5;4;180;426
207970;PuenteAlto;3;3;95;136
339501;LaFlorida;3;2;110;307
105853;PuenteAlto;4;2;100;100
174346;SanMiguel;3;2;150;330
217933;EstaciónCentral;5;2;160;80
56040;Renca;2;1;30;100
598337;LasCondes;5;3;300;600
104608;PuenteAlto;3;1;61;81
170637;Colina;3;2;80;80
123288;LoBarnechea;5;2;60;80
211706;LaCisterna;6;5;176;210
99626;PedroAguirreCerda;3;1;80;86
118306;PedroAguirreCerda;3;1;91;128
261496;PedroAguirreCerda;5;4;270;198
311333;LasCondes;7;2;152;170
207867;PadreHurtado;3;3;77;136
997229;LoBarnechea;5;3;203;603
983811;SanMiguel;3;1;112;660
188366;Maipú;4;2;130;120
181717;PuenteAlto;3;2;88;198
199253;Ñuñoa;3;1;75;100
598337;Vitacura;3;2;120;350
185706;EstaciónCentral;7;2;161;183
885983;Peñalolén;3;2;200;245
651523;LasCondes;4;2;136;308
597758;EstaciónCentral;2;2;138;352
124533;Maipú;3;2;132;132
134496;Maipú;3;2;70;80
92777;SanBernardo;3;1;65;80
87173;LaFlorida;3;1;120;140
190582;PuenteAlto;3;3;88;144
234016;Maipú;4;3;118;191
175113;Maipú;3;3;75;97
819944;Colina;5;5;245;745
173101;CerroNavia;7;5;204;204
223823;Peñaflor;3;3;120;250
155125;LaFlorida;3;1;90;120
186800;QuintaNormal;1;1;40;250
554016;Peñalolén;6;4;298;164
212951;PuenteAlto;3;2;73;168
74720;PuenteAlto;2;1;72;102
105853;PuenteAlto;3;2;0;0
1085872;Vitacura;4;3;260;500
124533;PuenteAlto;2;1;65;120
149440;PuenteAlto;4;2;120;140
186800;Peñalolén;3;1;77;162
327978;SanJosédeMaipo;5;2;144;500
448319;LaCisterna;5;3;182;390
940852;Providencia;4;4;600;1000
598337;LasCondes;3;2;150;240
118306;Melipilla;3;3;95;95
208310;SanBernardo;3;2;117;271
286426;LaCisterna;8;2;150;580
704709;Colina;3;3;232;5000
3988917;Vitacura;6;5;450;5000
257064;Lampa;3;3;100;224
273973;Providencia;8;8;112;112
421052;LasCondes;4;3;90;252
62267;PuenteAlto;3;2;0;0
1063711;LasCondes;1;5;203;800
143213;LaFlorida;3;1;80;100
98381;LaGranja;3;2;0;0
273973;LaGranja;3;2;240;600
136986;LoPrado;4;2;0;0
751246;Santiago;12;7;1055;911
286426;Macul;3;2;98;357
598337;Providencia;3;2;146;210
255293;Santiago;10;5;0;0
99626;PuenteAlto;2;2;80;100
450809;LasCondes;4;2;235;235
1772852;LasCondes;4;5;350;310
930747;Colina;5;3;480;5000
367372;LasCondes;6;3;120;288
567313;Ñuñoa;5;5;202;255
204764;Lampa;3;3;115;115
68493;PuenteAlto;4;1;70;80
1684209;Vitacura;10;7;600;6000
217174;Santiago;7;2;128;228
37360;PuenteAlto;1;1;45;45
398892;LaFlorida;3;3;114;299
755722;Santiago;11;7;397;187
117451;PuenteAlto;2;1;50;129
1174514;LasCondes;5;5;383;1565
274792;QuintaNormal;6;3;240;200
81994;PuenteAlto;2;1;49;104
173973;Cerrillos;4;2;106;112
576177;Vitacura;5;3;160;160
236613;PuenteAlto;4;3;155;150
886426;Vitacura;1;3;160;305
775623;Santiago;3;2;210;1800
62267;ElBosque;3;1;90;65
136986;Maipú;4;2;10875;10875
230386;EstaciónCentral;3;1;240;240
653739;Colina;4;4;250;607
205355;SanMiguel;4;1;160;200
123288;CerroNavia;4;2;119;144
152953;PuenteAlto;3;2;68;80
598337;LaReina;4;4;140;204
130760;Maipú;4;2;92;128
531856;Talagante;3;3;180;5141
160648;LoPrado;9;2;110;214
759651;SanMiguel;9;5;364;303
70984;CerroNavia;3;1;59;66
174346;Maipú;4;2;90;160
281440;LaReina;3;2;91;117
448319;LaCisterna;5;2;182;390
137396;SanJoaquín;3;1;145;160
523039;Ñuñoa;4;3;173;200
376731;Colina;3;3;139;390
174334;Maipú;3;3;84;165
338615;SanJosédeMaipo;3;2;140;1017
89664;SanBernardo;3;1;53;72
323786;Santiago;4;2;196;280
118306;Renca;2;1;60;72
280199;Providencia;3;1;80;80
349695;Santiago;7;3;171;180
186800;Pudahuel;3;1;73;231
102117;Peñaflor;3;1;68;73
140233;PuenteAlto;3;2;56;80
629362;Peñalolén;5;4;139;530
246575;LaCisterna;5;2;115;215
174346;Maipú;4;3;160;180
412188;LaFlorida;3;3;108;340
376288;LaFlorida;3;3;105;300
120797;LaGranja;3;3;142;160
87173;Quilicura;2;1;60;80
215442;Maipú;4;3;117;140
124533;PuenteAlto;3;2;112;258
155666;Maipú;3;2;100;126
697385;EstaciónCentral;6;3;484;437
