price_usd;comuna;habitaciones;ba�o;area_construida;area_total
140722;Pudahuel;5;3;170;170
301562;Peñalolén;3;2;0;0
217933;Quilicura;4;3;98;117
373599;Santiago;6;4;280;144
199253;ElBosque;3;1;54;418
298879;Macul;6;3;135;150
93400;Maipú;3;1;64;250
594147;LaFlorida;6;5;186;467
112080;PuenteAlto;3;1;65;110
611634;Vitacura;5;3;140;200
331967;PuenteAlto;4;3;160;253
62267;Lampa;5;1;100;72
374515;Peñalolén;4;4;139;295
1041550;LasCondes;6;3;262;565
203878;Maipú;4;1;65;199
1639888;Santiago;5;5;370;370
1275966;LoBarnechea;4;4;363;1216
323786;Maipú;4;2;160;260
228255;Maipú;5;3;120;130
576177;LasCondes;2;2;110;400
181717;PuenteAlto;3;2;120;250
1014958;Vitacura;4;2;144;530
688667;LasCondes;6;4;192;348
1455955;LoBarnechea;7;7;535;835
1506481;Providencia;7;6;260;580
102117;PuenteAlto;2;1;38;124
310249;PuenteAlto;4;3;112;200
137396;Santiago;5;2;160;160
109589;Recoleta;2;1;45;71
305106;SanJoaquín;6;3;140;436
753462;Buin;6;4;330;5000
709141;Colina;5;5;285;5000
68493;SanBernardo;2;1;55;110
105853;Renca;4;1;40;127
473225;Ñuñoa;7;3;170;303
693246;Ñuñoa;4;4;547;234
161893;ElBosque;2;1;68;310
93400;CerroNavia;4;2;76;110
100787;Colina;3;1;75;140
323545;LaCisterna;2;1;76;530
132005;SanBernardo;3;1;60;120
68493;Peñaflor;3;2;55;80
323786;Santiago;8;3;175;105
157341;Recoleta;7;4;133;190
186800;Maipú;4;3;121;80
456509;SanMiguel;5;2;189;400
242839;Peñalolén;4;2;150;100
796897;LasCondes;4;3;193;315
749030;LasCondes;4;3;140;300
553573;Colina;4;4;149;397
250859;LaFlorida;4;2;111;111
199253;SanBernardo;2;1;0;0
629362;Ñuñoa;5;4;250;504
68493;LaGranja;2;1;42;84
228255;Maipú;3;3;90;180
161893;Huechuraba;5;2;75;144
311333;Cerrillos;4;2;165;377
531412;Ñuñoa;4;2;170;300
591532;LasCondes;4;3;213;185
460941;Santiago;10;4;314;314
311333;LaCisterna;2;1;167;396
1450193;LaReina;4;4;0;0
261519;LaFlorida;4;3;119;200
1263157;LasCondes;5;5;453;820
249066;CerroNavia;4;4;306;316
155666;Maipú;3;1;65;150
374515;LaReina;3;3;94;143
234903;Buin;3;3;86;193
248199;Cerrillos;3;2;124;319
118306;LaFlorida;4;1;100;75
161893;Cerrillos;4;2;130;80
136986;Pudahuel;3;1;48;166
975068;Huechuraba;4;5;300;805
97136;Santiago;3;2;68;68
168120;PadreHurtado;3;1;55;215
68493;SanBernardo;3;1;50;70
155125;Renca;2;3;73;128
136986;Peñalolén;3;1;0;0
930747;Ñuñoa;5;3;250;821
762326;Colina;5;4;224;1122
199253;LoPrado;7;2;178;225
155666;Colina;4;2;64;140
731301;Providencia;3;2;129;211
531856;Santiago;3;3;146;196
460941;LaFlorida;5;4;194;454
509695;LasCondes;4;3;140;223
775623;LoBarnechea;4;4;195;438
224159;CaleradeTango;3;2;125;500
660387;LoBarnechea;4;5;180;220
885983;LasCondes;4;2;173;433
837672;LoBarnechea;3;4;160;400
99626;Lampa;4;1;90;72
793351;LoBarnechea;3;3;220;500
161893;Ñuñoa;2;0;82;55
62267;Colina;2;1;42;128
512133;Santiago;5;5;379;426
111582;SanBernardo;3;3;90;170
211706;LaGranja;5;2;122;120
1994458;LasCondes;5;6;930;466
105853;SanBernardo;2;3;73;132
146260;Pudahuel;4;2;72;75
199253;Santiago;3;2;100;164
159402;Maipú;3;2;70;96
199446;Lampa;3;3;80;155
1240996;Providencia;4;3;250;890
432133;LaFlorida;3;2;131;1500
286426;Conchalí;10;5;110;470
177285;Santiago;1;1;138;224
143213;PuenteAlto;3;2;86;105
199253;PuenteAlto;4;2;100;185
1165650;Providencia;6;5;340;589
671468;Colina;3;3;170;662
238803;QuintaNormal;3;1;115;298
186800;Quilicura;4;3;95;142
2216065;Vitacura;6;5;500;1602
571745;Colina;2;3;173;650
155125;LaFlorida;3;2;110;160
145704;PuenteAlto;3;2;88;80
118306;Peñaflor;3;1;92;120
149440;Macul;3;1;58;180
212329;SanBernardo;4;3;120;160
1320775;LasCondes;4;3;290;800
1639888;LoBarnechea;7;7;350;3500
609329;Maipú;5;6;210;1110
161773;Maipú;3;3;100;180
263712;SanBernardo;3;3;98;197
301385;Peñalolén;9;6;250;209
168120;Conchalí;4;2;134;180
83437;SanBernardo;4;1;0;0
118306;Huechuraba;3;2;70;100
93400;Lampa;3;1;100;77
97136;SanBernardo;3;2;51;74
97136;SanRamón;4;1;199;181
465374;Santiago;5;3;267;246
68493;PadreHurtado;3;2;65;65
323545;LaCisterna;4;3;250;500
118306;Pudahuel;2;1;49;120
143213;ElBosque;2;2;80;157
105853;LaFlorida;6;2;125;144
126759;PuenteAlto;3;1;60;85
1103600;Santiago;5;5;0;0
1768420;Vitacura;3;2;168;1
199253;SanMiguel;3;3;89;195
172853;Maipú;4;2;95;132
944044;Providencia;5;4;248;470
93400;Santiago;1;0;0;0
384266;LaFlorida;3;0;0;0
195517;Quilicura;3;3;85;103
181717;Cerrillos;2;0;0;0
173101;Santiago;5;2;105;122
174346;Ñuñoa;2;2;78;55
173101;PuenteAlto;4;0;0;0
376731;Colina;4;0;0;0
624930;LasCondes;5;3;138;198
221163;Colina;3;2;95;414
503047;Colina;3;2;125;350
140722;LaGranja;2;1;150;300
1006093;LasCondes;5;3;227;227
43587;PuenteAlto;3;1;71;63
136986;LaPintana;4;2;51;117
465374;LaReina;5;2;113;232
199446;SanBernardo;3;3;90;151
88643;SanBernardo;3;2;55;58
80946;SanBernardo;3;1;50;118
108587;SanBernardo;3;2;180;180
239335;Independencia;4;2;122;237
128532;SanBernardo;4;2;110;130
177285;SanBernardo;4;3;89;160
141828;SanBernardo;3;2;82;106
1461796;Vitacura;12;6;1446;563
235367;Maipú;4;4;121;200
110803;PuenteAlto;2;1;52;80
67248;PuenteAlto;5;2;65;90
1329639;LoBarnechea;6;6;550;1232
636232;LasCondes;3;2;96;319
2540473;LasCondes;5;3;340;800
80946;Lampa;2;1;66;70
612299;Peñaflor;4;2;120;1539
505263;Huechuraba;4;4;140;400
273973;Providencia;8;8;112;112
873130;Vitacura;4;3;140;450
704709;Colina;6;6;250;1050
76501;PuenteAlto;4;1;81;81
1108032;Colina;4;4;450;4750
274792;Buin;3;3;98;220
62267;Colina;3;1;130;90
166205;SanBernardo;3;2;84;140
1768420;Vitacura;5;5;714;5640
87173;Buin;2;1;103;87
74720;Maipú;3;1;90;60
87173;PuenteAlto;3;1;92;170
155666;Quilicura;3;3;80;85
224159;Lampa;4;3;120;200
522548;Peñalolén;4;4;140;407
792465;Providencia;6;3;272;435
261519;Maipú;4;3;120;225
435866;LaFlorida;4;4;133;168
109589;SanRamón;5;2;105;171
223120;Independencia;6;2;201;171
1017129;SanMiguel;7;2;1500;218
146949;Maipú;3;1;64;80
6869801;LasCondes;4;3;140;160
149440;PuenteAlto;3;1;58;135
168643;PadreHurtado;3;2;77;140
611634;Ñuñoa;5;2;175;609
149440;Maipú;2;1;65;289
423268;Colina;3;3;135;400
107098;PuenteAlto;2;2;62;107
191245;SanBernardo;6;2;161;166
585041;Colina;4;4;140;463
191781;LaFlorida;5;3;139;162
797783;Colina;4;4;192;600
138979;SanBernardo;4;2;90;120
283935;SanMiguel;3;2;125;300
84147;PuenteAlto;3;2;80;95
1595567;LoBarnechea;7;5;394;394
204857;SanBernardo;3;3;90;160
348692;Macul;3;2;100;312
633795;LasCondes;3;2;154;220
87173;Melipilla;3;1;74;151
660387;Colina;5;5;280;5000
13697;Colina;3;3;120;350
127497;Maipú;3;2;100;80
273973;Conchalí;2;2;220;220
99626;LoPrado;3;2;100;120
209215;Independencia;4;1;140;200
1150714;LoBarnechea;6;5;310;811
1041550;LasCondes;4;3;277;845
310205;Maipú;4;2;130;120
726869;Colina;4;4;309;5373
102117;SanBernardo;2;1;90;162
1108032;Vitacura;6;4;270;1005
611634;Peñalolén;5;5;170;445
93400;ElMonte;3;1;51;300
97136;Ñuñoa;3;1;50;50
155125;PuenteAlto;3;3;85;85
217933;PuenteAlto;4;1;120;240
387811;LaReina;3;2;165;119
1108032;Vitacura;6;5;238;390
188366;LaFlorida;4;2;78;179
435866;SanMiguel;6;2;232;255
343490;Maipú;6;4;140;212
70914;SanBernardo;2;1;80;100
642659;Vitacura;4;4;124;210
520775;LoBarnechea;4;3;200;315
95890;PuenteAlto;5;3;50;70
604631;Macul;4;3;201;334
483102;LasCondes;4;3;124;222
622665;Maipú;4;5;360;5400
1595567;Colina;4;4;327;10153
156912;Quilicura;4;2;180;57
753462;Vitacura;4;4;120;300
163989;Quilicura;3;1;65;82
997229;LoBarnechea;6;3;260;600
67248;Melipilla;3;2;60;470
62267;Peñaflor;4;1;0;0
479452;Ñuñoa;8;4;250;375
753462;LasCondes;3;3;138;281
286316;Santiago;3;2;200;340
483102;Ñuñoa;3;2;108;230
908587;Colina;9;7;415;5000
261496;LaFlorida;4;3;125;170
267746;Santiago;5;2;221;262
885983;LasCondes;3;3;187;433
1285318;Colina;5;4;378;6298
153176;SanJoaquín;3;1;100;300
1152309;Talagante;6;3;17525;1800
3486924;Independencia;9;4;519;757
1240996;Colina;5;5;467;5075
485679;Santiago;5;4;305;305
527423;Curacaví;4;5;235;8000
210526;PuenteAlto;3;2;75;200
350138;Buin;4;4;137;458
485679;LaFlorida;3;1;70;1211
819944;Peñalolén;4;4;180;789
354526;SanMiguel;4;3;176;348
1329639;LaReina;6;6;400;620
638227;Huechuraba;5;5;234;426
99626;PuenteAlto;3;1;72;72
146949;SanBernardo;3;1;65;220
224159;Independencia;4;2;130;147
174346;CerroNavia;12;0;270;480
130760;Cerrillos;3;1;48;125
1174514;LasCondes;4;3;380;1000
881994;Colina;3;4;210;810
350138;Paine;5;3;250;350
273973;PuenteAlto;3;2;120;490
78892;PuenteAlto;2;1;67;93
1192243;Santiago;10;4;364;432
1152354;Vitacura;3;2;220;479
80946;SanBernardo;5;1;90;95
186149;LaFlorida;3;2;210;110
1130193;LasCondes;7;4;260;280
485679;Ñuñoa;4;3;131;212
193026;EstaciónCentral;5;2;82;130
709141;CaleradeTango;5;4;280;5000
421052;Providencia;5;2;202;133
255293;Maipú;4;3;127;230
353241;PadreHurtado;3;3;267;134
697385;Santiago;1;1;722;355
112080;SanJoaquín;5;2;83;166
336399;Huechuraba;4;4;166;230
1861494;Colina;5;5;252;5000
203878;Quilicura;4;2;105;120
536288;Talagante;4;4;170;5000
740166;ElBosque;4;1;129;1176
146260;LaCisterna;4;1;92;250
190582;PuenteAlto;3;2;70;188
527423;LasCondes;3;2;110;200
174346;Ñuñoa;3;2;114;88
124533;ElBosque;4;2;135;132
90909;Cerrillos;4;2;127;101
80946;PuenteAlto;3;1;52;110
566869;Colina;4;4;160;460
1980275;LoBarnechea;4;4;358;644
704709;Colina;3;3;210;5000
217933;Huechuraba;4;4;150;270
619612;Colina;3;3;170;400
376731;LaFlorida;5;4;140;304
271482;Recoleta;4;2;200;260
465374;LaReina;3;2;145;428
1444874;Vitacura;6;5;405;1000
211582;Santiago;5;2;162;175
155666;Peñalolén;2;1;89;180
128532;LoBarnechea;2;1;75;75
72229;Lampa;2;1;42;70
319113;QuintaNormal;8;2;264;144
112080;PuenteAlto;3;2;75;84
230386;Maipú;4;2;98;110
130760;LaFlorida;3;1;89;158
236543;SanJoaquín;4;2;109;252
415556;Maipú;7;3;138;450
1462603;Colina;5;5;380;2800
69738;Colina;5;1;38;118
407756;Peñalolén;4;3;120;200
361146;SanJosédeMaipo;3;3;1690;230
132005;LaCisterna;2;1;85;175
597758;LasCondes;3;2;130;306
544709;Peñalolén;5;4;160;280
655955;LaReina;3;3;155;360
598337;Santiago;14;7;540;540
115235;Talagante;4;1;78;100
143213;Maipú;3;2;93;132
290304;Santiago;4;3;202;332
212299;Independencia;8;4;174;261
809465;Santiago;4;2;0;0
205479;PadreHurtado;2;1;70;250
793351;Ñuñoa;6;3;190;588
474238;Colina;3;3;230;7900
95890;PuenteAlto;4;2;75;112
673684;Colina;3;3;190;705
197230;Peñaflor;3;2;100;269
224159;EstaciónCentral;6;1;100;294
562880;Buin;5;2;210;600
79778;SanBernardo;3;1;69;90
456509;LasCondes;2;2;81;161
161893;LaFlorida;3;2;70;187
52304;Colina;2;1;69;60
141828;LaFlorida;5;2;96;92
354570;Providencia;5;2;137;204
77833;Pudahuel;2;1;44;58
391091;Peñalolén;5;3;140;250
80946;PuenteAlto;2;1;51;90
195368;LaFlorida;4;2;337;337
77210;Independencia;2;1;42;42
1817173;LasCondes;5;4;220;806
87173;Peñalolén;4;1;0;0
292653;PuenteAlto;6;4;208;985
243767;Buin;2;3;75;199
597758;Ñuñoa;4;2;150;200
149440;Maipú;3;2;98;197
797340;Vitacura;4;4;165;230
655955;LaReina;4;3;177;600
576177;Ñuñoa;3;2;201;411
99626;EstaciónCentral;4;1;76;190
664819;Colina;5;5;173;440
64757;PadreHurtado;1;1;25;100
641772;LoBarnechea;4;3;217;1611
966204;Providencia;8;6;330;721
302271;Independencia;7;6;298;350
609418;LasCondes;4;3;144;200
193649;ElBosque;5;2;140;280
274792;SanBernardo;3;3;97;97
70361;PuenteAlto;3;1;85;85
221606;Lampa;3;3;114;160
230386;SanJoaquín;2;1;60;160
66002;ElBosque;2;1;72;80
1236564;Vitacura;6;5;450;715
749030;Santiago;4;4;210;595
1954569;Huechuraba;4;4;358;591
93075;Talagante;2;1;50;100
80946;SanBernardo;4;2;43;63
130760;LaGranja;3;2;74;200
1285318;LasCondes;6;8;413;1400
61021;PadreHurtado;2;1;50;70
930747;Providencia;5;4;580;580
105853;QuintaNormal;2;1;60;120
1684209;LaReina;8;4;270;1150
425041;Ñuñoa;7;5;300;576
49813;ElBosque;2;1;35;100
204764;Lampa;3;3;115;160
87173;LaPintana;6;6;137;137
932752;Recoleta;5;2;177;876
79701;SanBernardo;2;1;72;125
92777;SanBernardo;3;1;60;115
93400;Colina;3;2;75;95
793351;LaReina;5;4;157;350
1263157;LoBarnechea;4;3;257;257
407756;Ñuñoa;4;2;92;178
56040;PuenteAlto;3;1;50;67
242839;LaGranja;3;2;100;286
613850;Providencia;4;2;136;200
480886;Peñalolén;5;3;150;147
421052;LasCondes;4;2;114;240
106371;PuenteAlto;3;2;85;85
731257;Vitacura;3;2;145;263
192403;SanBernardo;5;3;120;160
209285;Pudahuel;5;2;77;162
84682;Lampa;3;1;0;0
510087;LaReina;3;2;144;427
224159;LoPrado;7;6;300;300
97136;LaPintana;3;2;89;97
94848;Melipilla;5;1;80;100
226039;PuenteAlto;3;3;129;138
211706;Independencia;3;1;110;413
1019390;LaReina;4;3;220;1020
354570;LaFlorida;4;2;145;450
311800;Colina;3;2;107;344
146260;LaFlorida;2;2;84;171
149427;Renca;3;1;150;100
323773;Maipú;4;3;185;149
112080;Santiago;3;3;115;69
100859;PuenteAlto;4;1;72;52
760110;LasCondes;4;3;146;375
150692;LaFlorida;4;2;122;176
709141;LasCondes;5;3;250;570
206537;Buin;3;2;80;173
473225;Maipú;5;3;208;235
373599;SanMiguel;4;2;150;192
1107589;LasCondes;10;3;330;860
248941;QuintaNormal;2;1;0;500
109589;PuenteAlto;3;1;55;130
215845;Santiago;6;1;130;124
273973;Pudahuel;4;2;140;824
1063711;Vitacura;5;4;147;465
98381;Lampa;2;1;60;132
130760;Pudahuel;3;2;78;105
809465;LaReina;8;4;180;512
298879;Santiago;4;2;200;225
173739;PuenteAlto;3;2;81;178
89664;ElMonte;6;1;85;110
185554;PuenteAlto;4;3;94;177
224159;LasCondes;3;1;70;150
1267589;Colina;4;4;800;5000
684932;Santiago;6;2;1000;1000
168377;LoEspejo;10;5;181;300
112080;ElBosque;2;1;49;185
247821;ElBosque;3;1;194;456
975068;LoBarnechea;7;5;420;2200
79468;Maipú;3;1;50;100
193026;Maipú;3;3;86;132
319113;Santiago;4;2;212;133
184309;SanJoaquín;3;1;180;225
186800;Maipú;4;2;120;140
1325207;Colina;4;4;380;2500
122042;Maipú;3;2;86;144
76488;PuenteAlto;4;2;85;85
1329639;Colina;5;4;420;2600
193026;Maipú;3;3;142;111
160443;PuenteAlto;3;2;93;136
133250;Maipú;2;1;50;131
473225;CerroNavia;10;5;326;163
139612;SanBernardo;4;2;80;100
124533;LaGranja;4;1;77;170
199253;PuenteAlto;4;2;100;139
518559;LasCondes;3;3;155;168
102117;PuenteAlto;3;1;84;84
1684209;LoBarnechea;4;7;460;1000
112080;PuenteAlto;3;2;94;81
186800;Independencia;4;1;100;250
170610;PuenteAlto;3;2;77;188
298867;Maipú;9;4;140;220
394460;Independencia;4;2;120;340
531856;LasCondes;4;3;160;240
442770;Colina;3;3;130;480
132503;SanBernardo;3;2;80;120
598337;Independencia;3;2;120;300
336842;Huechuraba;4;3;117;37
628476;LasCondes;4;2;102;210
155666;Quilicura;3;3;77;90
554016;LaReina;3;1;102;418
443213;LaCisterna;4;1;100;654
305374;Ñuñoa;4;1;80;204
398493;SanMiguel;4;1;690;76
80946;Maipú;2;1;100;190
105841;PadreHurtado;5;1;100;184
124533;Lampa;2;1;70;100
616066;Ñuñoa;7;4;267;483
234903;LaFlorida;3;2;78;150
81994;SanBernardo;3;2;55;62
101186;Buin;2;1;45;112
94848;Buin;3;1;70;110
407756;Maipú;4;3;85;493
695844;Ñuñoa;7;6;300;280
482659;Peñalolén;5;3;190;290
1674902;LoBarnechea;5;4;260;1001
146260;Conchalí;4;2;120;189
348692;Macul;4;2;140;320
112080;Lampa;3;2;98;98
155666;Maipú;3;3;84;149
96638;SanBernardo;4;2;90;100
332410;Ñuñoa;3;3;105;132
118294;ElBosque;4;1;120;75
170637;PuenteAlto;3;2;0;0
249928;Maipú;3;3;74;148
128089;SanBernardo;4;2;76;122
85540;SanBernardo;2;1;58;60
624576;LaReina;3;2;193;442
797783;LasCondes;4;4;210;510
629362;Ñuñoa;5;4;250;504
174346;EstaciónCentral;6;2;140;200
121529;PuenteAlto;4;1;78;133
460941;Colina;4;3;125;385
113463;Lampa;2;1;80;150
163138;Maipú;4;2;80;225
78456;PuenteAlto;4;1;70;80
88332;Quilicura;3;2;60;97
102825;Renca;3;1;67;104
1307478;Colina;6;6;633;5054
372299;Ñuñoa;3;2;115;172
642659;LoBarnechea;3;4;140;11500
168421;Maipú;3;3;150;180
79335;LaFlorida;3;1;66;64
509695;Buin;4;3;230;5200
157341;SanBernardo;3;2;65;116
102117;PuenteAlto;4;2;100;85
261496;PuenteAlto;3;2;200;90
1041550;Colina;5;4;251;4300
281440;Quilicura;4;3;120;200
514127;Colina;3;3;139;500
156454;Ñuñoa;3;1;82;82
77210;PuenteAlto;3;1;50;56
149440;PuenteAlto;4;1;80;100
161994;SanJoaquín;3;2;100;230
409086;LaCisterna;5;2;151;417
265928;Maipú;7;4;0;0
127113;Maipú;3;2;82;78
155666;SanBernardo;4;2;0;0
199446;LaCisterna;4;2;140;176
842105;LasCondes;4;3;165;438
1573406;Vitacura;5;4;333;1100
161893;Ñuñoa;3;1;100;75
336239;EstaciónCentral;4;2;265;400
74097;SanBernardo;2;1;52;80
139169;Maipú;3;2;96;160
155666;PuenteAlto;4;2;134;134
2038735;Talagante;6;4;4000;200
85584;ElMonte;2;1;80;110
81994;PuenteAlto;3;1;50;105
522105;Santiago;11;5;296;156
558448;Peñalolén;5;2;180;900
1617727;LasCondes;5;6;517;1419
298879;SanMiguel;9;5;500;330
195014;Colina;3;2;80;80
308033;Peñalolén;3;2;130;180
896638;LasCondes;5;3;200;500
217933;Maipú;3;3;140;220
746814;LasCondes;3;3;162;204
211706;Independencia;3;1;85;198
709141;LasCondes;7;1;158;577
199253;LaFlorida;3;2;71;135
609241;LaReina;6;4;180;425
163989;Ñuñoa;3;2;0;0
1994458;LoBarnechea;5;4;700;3500
382050;LaReina;5;2;144;387
155666;Paine;4;2;115;480
567313;Pudahuel;5;3;135;1768
373599;EstaciónCentral;3;1;130;314
175592;Paine;5;2;125;750
261519;Paine;8;3;240;1000
124533;SanBernardo;3;3;80;120
105853;PuenteAlto;3;2;72;81
311333;Macul;5;2;184;276
119667;LoPrado;3;1;81;162
80946;PuenteAlto;3;1;85;100
224159;Maipú;4;3;132;140
112443;PuenteAlto;6;2;110;110
611634;Peñalolén;6;5;207;437
136986;Maipú;4;1;90;126
243767;SanJoaquín;3;1;0;0
155666;Maipú;3;2;0;140
141828;Quilicura;3;2;120;225
187878;Peñaflor;3;3;122;150
224159;Colina;3;2;72;1300
70984;Colina;2;2;54;85
68493;Colina;3;1;54;85
149440;Peñalolén;3;1;82;128
1329639;LoBarnechea;5;4;390;890
465374;Vitacura;3;2;190;300
952908;Peñalolén;5;6;200;800
74720;SanBernardo;3;1;78;104
662603;LasCondes;5;4;218;370
598337;Ñuñoa;2;2;100;625
930747;Talagante;5;6;400;5000
93400;LoBarnechea;2;1;48;78
186800;PuenteAlto;3;3;152;105
261519;Recoleta;5;2;181;252
398892;Colina;3;3;140;480
93400;PuenteAlto;5;1;75;80
837672;Providencia;4;2;250;500
485679;LaReina;3;3;120;130
797783;LasCondes;4;4;210;500
87173;CerroNavia;2;1;43;53
340831;LaReina;3;2;87;158
465374;QuintaNormal;4;3;226;678
134496;PadreHurtado;3;2;59;167
332410;Peñalolén;4;3;133;181
531856;Ñuñoa;4;2;180;324
675900;Colina;5;5;300;5500
481108;SanMiguel;4;2;180;500
1240996;Colina;5;4;400;2600
793351;LasCondes;4;3;230;295
99626;SanBernardo;4;2;44;82
101895;PuenteAlto;2;1;55;80
529639;Peñaflor;5;4;8000;320
268232;Peñalolén;5;2;120;300
185554;PadreHurtado;3;3;90;140
249066;Ñuñoa;4;2;150;230
161893;Maipú;3;2;127;200
616066;LasCondes;7;4;216;326
1059279;LoBarnechea;5;4;190;705
165983;Independencia;2;2;85;100
101939;Paine;3;1;60;123
1130193;LaFlorida;4;0;1000;1000
886426;LaReina;5;4;300;1150
740166;LasCondes;5;3;148;340
161773;Cerrillos;3;2;72;171
249066;Maipú;3;2;80;396
161893;QuintaNormal;6;2;130;222
642659;Talagante;5;5;280;2500
174346;PuenteAlto;4;3;100;190
342466;Peñalolén;4;4;150;240
123288;Pirque;5;2;90;140
143213;Pirque;3;1;75;130
149440;PuenteAlto;3;2;85;150
576177;LaFlorida;5;4;200;1210
374515;Peñalolén;3;3;125;205
298879;Ñuñoa;3;2;79;169
305374;Lampa;3;3;145;350
478670;LaFlorida;5;4;194;454
886426;Providencia;6;5;180;300
180573;Colina;4;2;120;120
298879;PuenteAlto;4;3;120;380
186800;Maipú;4;2;75;100
118294;EstaciónCentral;2;1;53;162
186061;Maipú;4;1;85;102
182382;EstaciónCentral;4;3;121;229
354570;LasCondes;4;3;128;135
1240996;Providencia;5;3;250;890
164384;Maipú;3;3;86;143
341274;LaReina;3;3;110;129
74720;LoEspejo;3;1;139;227
731301;Vitacura;4;3;158;239
70914;Huechuraba;5;1;130;180
1196675;Providencia;4;3;300;380
423412;LoEspejo;8;2;470;1670
141828;Macul;4;1;79;100
154681;Maipú;5;1;56;128
109474;LoPrado;5;1;117;90
279224;LaFlorida;3;4;107;75
778282;LaReina;10;4;222;800
222914;Recoleta;4;3;243;170
176842;Cerrillos;3;1;75;220
629362;Peñalolén;4;3;170;300
161773;Cerrillos;2;1;80;126
607202;LoBarnechea;4;4;150;254
1108032;QuintaNormal;4;2;217;1299
136986;Ñuñoa;4;2;120;130
255293;Cerrillos;5;3;140;180
336239;LasCondes;3;2;90;150
749030;LasCondes;4;2;170;375
261496;Independencia;3;2;171;203
361146;Macul;3;1;105;254
438781;LaReina;3;2;90;420
274792;Quilicura;5;3;160;250
99626;PuenteAlto;3;1;64;93
2083101;Vitacura;7;5;475;1400
2083101;Vitacura;7;5;475;1400
1171766;Ñuñoa;6;4;272;605
591532;QuintaNormal;5;2;381;1632
527423;Curacaví;5;3;235;8000
753462;Ñuñoa;4;2;247;509
186800;EstaciónCentral;3;2;72;186
186800;SanBernardo;5;2;207;225
186787;Maipú;3;3;105;150
149440;Maipú;3;2;115;115
154681;Quilicura;3;3;82;112
343490;LaCisterna;5;2;145;280
90909;PedroAguirreCerda;4;4;90;127
308166;Ñuñoa;3;2;109;112
93400;PuenteAlto;2;1;75;84
155666;PuenteAlto;4;2;60;60
837672;Buin;5;3;230;5000
554016;LaReina;5;2;200;240
1989583;LoBarnechea;7;7;700;3500
155125;EstaciónCentral;3;1;100;160
620498;Maipú;5;3;1100;220
771191;CaleradeTango;6;5;480;5200
567313;LaFlorida;4;4;170;274
514570;LoBarnechea;4;3;232;1016
576177;LaReina;5;3;210;390
169751;Maipú;2;2;61;120
199253;Lampa;4;2;120;250
331967;LaFlorida;4;4;121;177
323786;Melipilla;4;3;172;5200
881994;Colina;6;6;350;4500
518116;LaFlorida;4;0;182;467
361146;Santiago;5;3;250;240
498132;Santiago;11;4;399;200
222914;Macul;2;1;70;300
219390;Providencia;5;4;82;82
72229;Melipilla;2;1;48;84
93400;Pudahuel;3;1;76;79
747198;Ñuñoa;10;3;345;412
249066;PuenteAlto;3;2;136;210
149629;LaCisterna;4;3;135;117
1418281;LoBarnechea;4;4;876;5490
278781;QuintaNormal;3;2;129;462
881994;LaReina;6;4;305;815
319113;Macul;7;2;112;190
139036;SanBernardo;5;3;90;140
249066;LoPrado;5;2;177;327
452077;LaFlorida;4;3;160;390
469806;Peñalolén;3;3;130;330
398448;Colina;3;3;130;350
135729;SanJoaquín;3;1;104;180
149440;ElBosque;3;2;110;162
217920;PuenteAlto;5;3;160;194
311333;PadreHurtado;2;2;90;516
921883;Colina;4;3;262;550
507479;LoBarnechea;3;3;150;380
159557;Maipú;3;2;78;168
396676;Colina;5;4;222;222
