price_usd;comuna;habitaciones;banio;area_construida;area_total
166205;LaCisterna;4;1;175;195
383867;LaCisterna;5;5;300;500
267746;LaCisterna;5;4;140;330
265485;LaCisterna;3;4;175;294
239113;LaCisterna;4;1;130;130
166205;LaCisterna;4;;70;184
224159;LaCisterna;9;3;250;273
168120;LaCisterna;3;1;92;272
130760;LaFlorida;2;1;50;120
465374;LaFlorida;7;3;173;850
597758;LaFlorida;5;6;240;600
367867;LaFlorida;3;3;105;280
487534;LaFlorida;5;3;150;400
199253;LaFlorida;3;1;84;200
105853;LaFlorida;2;1;65;85
664819;LaFlorida;16;12;389;890
336842;LaFlorida;5;3;152;200
94521;LaFlorida;6;2;110;154
223823;LaFlorida;3;2;92;179
1196675;LaFlorida;4;4;182;1600
261519;LaFlorida;4;2;153;173
398892;LaFlorida;4;4;177;259
314681;LaFlorida;4;2;100;240
332410;LaFlorida;3;3;121;290
443213;LaFlorida;3;2;140;1000
188366;LaFlorida;6;3;450;450
618282;LaFlorida;7;4;206;1000
186800;LaFlorida;3;2;65;105
195014;LaFlorida;4;2;123;181
509695;LaFlorida;3;3;325;325
381163;LaFlorida;4;3;115;300
317961;LaFlorida;4;3;174;209
180573;LaFlorida;4;2;92;162
168120;LaFlorida;3;2;104;166
407756;LaFlorida;4;2;115;307
348692;LaFlorida;4;2;139;199
487091;LaFlorida;5;3;155;299
221606;LaFlorida;3;3;90;100
398892;LaFlorida;4;2;120;288
211706;LaFlorida;4;2;127;370
374515;LaFlorida;3;3;136;200
398892;LaFlorida;3;3;115;300
345706;LaFlorida;3;3;123;335
345706;LaFlorida;3;4;197;446
183136;LaFlorida;4;1;112;115
567313;LaFlorida;6;4;250;810
296953;LaFlorida;5;3;161;352
211706;LaFlorida;3;1;;260
162526;LaFlorida;2;1;73;102
162526;LaFlorida;2;1;70;102
491966;LaFlorida;4;3;80;195
797783;LaFlorida;4;5;261;1000
467590;LaFlorida;4;3;140;401
478670;LaFlorida;4;3;136;412
211706;LaFlorida;2;2;86;173
242839;LaFlorida;5;2;173;72
597758;LaFlorida;5;6;240;600
242839;LaFlorida;4;3;115;200
421052;LaFlorida;3;3;104;316
199756;LaFlorida;5;2;78;129
235656;LaFlorida;8;3;113;181
458238;LaFlorida;4;3;140;227
327313;LaFlorida;3;1;67;227
186800;LaFlorida;5;2;105;128
181717;LaFlorida;3;2;68;130
156912;LaFlorida;3;2;84;162
125695;LaFlorida;4;2;93;115
120797;LaFlorida;3;2;76;135
219390;LaFlorida;4;2;103;194
93400;LaFlorida;4;3;97;144
305374;LaFlorida;4;2;123;361
261052;LaFlorida;3;2;111;111
59776;LaFlorida;3;1;102;54
234903;LaFlorida;3;3;82;177
323545;LaFlorida;4;3;135;184
105853;LaFlorida;3;1;76;89
173101;LaFlorida;3;1;84;160
149440;LaFlorida;2;2;;
119552;LaFlorida;4;2;86;134
164384;LaFlorida;3;1;60;60
79701;LaFlorida;2;1;;
188045;LaFlorida;4;3;100;175
136986;LaFlorida;4;1;88;128
376731;LaFlorida;4;2;119;304
509695;LaFlorida;3;3;105;310
199446;LaFlorida;3;2;69;88
199623;LaFlorida;3;1;63;135
167534;LaFlorida;3;2;145;62
244085;LaFlorida;2;2;65;220
250637;LaFlorida;3;2;90;230
111690;LaFlorida;3;1;65;65
199446;LaFlorida;3;3;99;112
181717;LaFlorida;3;2;61;167
354570;LaFlorida;4;3;210;358
366127;LaFlorida;4;3;142;275
359002;LaFlorida;4;3;108;234
171856;LaFlorida;4;2;100;160
80946;LaFlorida;2;1;48;50
173101;LaFlorida;4;2;100;160
186800;LaFlorida;3;1;162;162
176842;LaFlorida;3;2;70;121
323545;LaFlorida;2;1;40;400
181717;LaFlorida;3;1;70;168
376731;LaFlorida;5;3;148;272
300055;LaFlorida;6;1;;512
143213;LaFlorida;2;2;128;143
373599;LaFlorida;4;3;250;476
384266;LaFlorida;3;3;127;287
562880;LaFlorida;4;4;250;400
141828;LaFlorida;3;3;181;533
74720;LaFlorida;3;2;;69
166648;LaFlorida;5;3;146;182
522991;LaFlorida;5;4;230;400
336842;LaFlorida;4;4;135;185
105853;LaFlorida;3;1;78;122
255512;LaFlorida;3;2;155;144
193026;LaFlorida;3;2;76;172
273973;LaFlorida;3;2;190;250
336842;LaFlorida;3;3;113;258
418836;LaFlorida;3;3;110;380
174346;LaFlorida;5;3;81;162
110803;LaFlorida;1;1;42;42
168120;LaFlorida;4;1;92;136
398892;LaFlorida;4;3;120;313
273973;LaFlorida;4;1;148;148
62267;LaFlorida;3;1;65;60
211706;LaFlorida;4;2;102;290
224709;LaFlorida;3;3;120;150
438781;LaFlorida;4;2;123;485
421052;LaFlorida;4;4;140;312
323102;LaFlorida;3;2;110;239
682548;LaFlorida;6;5;201;1869
254980;LaFlorida;6;3;182;302
112080;LaFlorida;4;1;83;120
224159;LaFlorida;3;1;320;320
255512;LaFlorida;4;2;152;144
367867;LaFlorida;4;3;138;254
70984;LaFlorida;3;2;62;62
236613;LaFlorida;6;3;152;269
172853;LaFlorida;3;3;69;80
211706;LaFlorida;3;2;91;177
348692;LaFlorida;4;2;139;199
797783;LaFlorida;4;3;260;800
167534;LaFlorida;3;2;62;62
421052;LaFlorida;5;4;140;312
224159;LaFlorida;4;2;116;120
176310;LaFlorida;3;2;69;131
87173;LaFlorida;3;2;70;90
174346;LaFlorida;4;2;275;275
933998;LaFlorida;4;4;190;1200
156277;LaFlorida;3;2;78;110
136986;LaFlorida;5;2;75;92
185263;LaFlorida;3;2;98;150
168120;LaFlorida;4;2;134;100
178172;LaFlorida;2;2;120;130
594147;LaFlorida;6;5;186;467
250859;LaFlorida;4;2;111;111
261519;LaFlorida;4;3;119;200
118306;LaFlorida;4;1;100;75
460941;LaFlorida;5;4;194;454
432133;LaFlorida;3;2;131;1500
155125;LaFlorida;3;2;110;160
105853;LaFlorida;6;2;125;144
384266;LaFlorida;3;;;0
435866;LaFlorida;4;4;133;168
191781;LaFlorida;5;3;139;162
188366;LaFlorida;4;2;78;179
261496;LaFlorida;4;3;125;170
485679;LaFlorida;3;1;70;1211
186149;LaFlorida;3;2;210;110
376731;LaFlorida;5;4;140;304
130760;LaFlorida;3;1;89;158
161893;LaFlorida;3;2;70;187
141828;LaFlorida;5;2;96;92
195368;LaFlorida;4;2;337;337
354570;LaFlorida;4;2;145;450
146260;LaFlorida;2;2;84;171
150692;LaFlorida;4;2;122;176
234903;LaFlorida;3;2;78;150
79335;LaFlorida;3;1;66;64
199253;LaFlorida;3;2;71;135
1130193;LaFlorida;4;;1000;1000
576177;LaFlorida;5;4;200;1210
478670;LaFlorida;5;4;194;454
279224;LaFlorida;3;4;107;75
567313;LaFlorida;4;4;170;274
331967;LaFlorida;4;4;121;177
518116;LaFlorida;4;;182;467
452077;LaFlorida;4;3;160;390
183446;LaFlorida;3;2;70;160
580609;LaFlorida;5;5;190;631
398448;LaFlorida;4;4;127;370
660387;LaFlorida;4;3;200;2800
224159;LaFlorida;4;3;139;162
531856;LaFlorida;4;5;182;495
199253;LaFlorida;4;2;110;150
176842;LaFlorida;5;4;162;92
580609;LaFlorida;5;5;190;631
115193;LaFlorida;5;2;106;105
309363;LaFlorida;4;3;137;200
443213;LaFlorida;4;3;113;390
319113;LaFlorida;3;3;120;302
186149;LaFlorida;3;1;79;210
257064;LaFlorida;4;2;160;290
354570;LaFlorida;3;3;180;350
354570;LaFlorida;3;3;180;350
182604;LaFlorida;3;2;91;163
160523;LaFlorida;3;3;90;92
247821;LaFlorida;5;3;153;173
806648;LaFlorida;4;6;304;1070
319113;LaFlorida;5;3;139;200
232687;LaFlorida;3;2;120;120
1019390;LaFlorida;3;1;150;1000
359002;LaFlorida;4;3;121;266
407756;LaFlorida;4;2;115;307
283656;LaFlorida;2;1;70;489
339058;LaFlorida;3;2;144;253
221606;LaFlorida;3;2;91;175
487091;LaFlorida;4;3;130;351
136986;LaFlorida;3;1;89;120
286426;LaFlorida;4;2;190;270
443213;LaFlorida;5;4;149;450
214197;LaFlorida;3;3;100;176
261519;LaFlorida;5;1;106;480
199446;LaFlorida;3;3;99;112
367372;LaFlorida;4;3;140;223
359002;LaFlorida;4;3;120;234
338127;LaFlorida;5;2;151;166
105853;LaFlorida;2;1;180;180
476454;LaFlorida;4;1;114;114
91834;LaFlorida;3;1;78;66
122415;LaFlorida;3;2;60;110
74720;LaFlorida;2;1;45;45
134515;LaFlorida;4;2;64;100
221669;LaFlorida;5;2;200;200
287671;LaFlorida;4;3;116;173
333748;LaFlorida;2;1;403;403
332410;LaFlorida;5;3;139;200
296509;LaFlorida;3;3;121;248
296953;LaFlorida;4;4;121;203
80946;LaFlorida;2;1;65;144
155666;LaFlorida;3;2;71;132
182382;LaFlorida;3;1;56;230
580609;LaFlorida;5;6;220;631
421052;LaFlorida;3;3;130;363
423412;LaFlorida;3;3;127;1300
186800;LaFlorida;3;1;60;144
622665;LaFlorida;3;2;80;995
279180;LaFlorida;6;3;162;184
367867;LaFlorida;3;3;105;280
232687;LaFlorida;3;2;86;86
211706;LaFlorida;3;2;80;500
84682;LaFlorida;3;1;76;76
112080;LaFlorida;3;2;100;150
224159;LaFlorida;4;3;120;209
429917;LaFlorida;5;4;152;315
376288;LaFlorida;3;3;105;300
412188;LaFlorida;3;3;108;340
205479;LaFlorida;3;2;77;200
456509;LaFlorida;5;3;189;1005
105853;LaFlorida;3;1;80;100
161893;LaFlorida;5;3;80;200
230471;LaFlorida;3;1;85;150
222936;LaFlorida;3;3;99;137
62267;LaFlorida;3;1;;
222936;LaFlorida;3;3;99;137
180573;LaFlorida;4;2;95;120
290304;LaFlorida;4;3;117;138
339501;LaFlorida;3;2;110;307
87173;LaFlorida;3;1;120;140
155125;LaFlorida;3;1;90;120
143213;LaFlorida;3;1;80;100
398892;LaFlorida;3;3;114;299
412188;LaFlorida;3;3;108;340
376288;LaFlorida;3;3;105;300
326737;LaFlorida;6;3;154;237
326737;LaFlorida;6;3;154;200
317828;LaFlorida;4;3;109;211
460941;LaFlorida;5;4;194;454
113325;LaFlorida;3;1;61;124
161893;LaFlorida;2;1;98;150
343490;LaFlorida;3;1;100;522
111690;LaFlorida;3;1;65;65
155125;LaFlorida;3;1;89;120
292653;LaFlorida;4;3;134;185
216731;LaFlorida;3;2;85;105
279224;LaFlorida;3;3;100;100
156277;LaFlorida;3;2;78;110
59776;LaFlorida;3;1;62;62
80946;LaFlorida;3;1;60;60
363435;LaFlorida;3;3;104;300
159402;LaFlorida;3;1;130;95
886426;LaFlorida;3;2;180;1000
89086;LaFlorida;3;1;64;75
243767;LaFlorida;3;1;112;544
425484;LaFlorida;4;3;149;358
236613;LaFlorida;5;1;80;390
99626;LaFlorida;3;2;90;72
126981;LaFlorida;3;1;150;347
242748;LaFlorida;4;3;129;161
136986;LaFlorida;4;1;60;97
300277;LaFlorida;4;3;109;146
487091;LaFlorida;5;3;155;299
82814;LaFlorida;4;2;140;180
308343;LaFlorida;3;2;85;500
95291;LaFlorida;2;1;65;70
646202;LaFlorida;5;5;1630;198
384266;LaFlorida;3;3;125;287
210305;LaFlorida;4;2;119;163
332410;LaFlorida;3;3;126;376
261519;LaFlorida;4;3;90;223
75789;LaFlorida;3;1;46;100
168120;LaFlorida;3;2;95;101
249066;LaFlorida;3;2;144;148
80946;LaFlorida;3;1;60;60
221606;LaFlorida;3;3;90;100
371108;LaFlorida;4;3;142;275
310249;LaFlorida;5;2;100;373
249066;LaFlorida;3;1;220;60
443213;LaFlorida;5;4;220;437
452077;LaFlorida;4;3;199;384
398892;LaFlorida;3;3;114;299
143213;LaFlorida;3;1;60;128
105604;LaFlorida;5;2;120;103
155125;LaFlorida;3;2;110;160
871731;LaFlorida;8;5;400;1000
297130;LaFlorida;3;3;105;198
226792;LaFlorida;3;1;60;160
149440;LaFlorida;2;2;84;171
359002;LaFlorida;4;3;124;175
163989;LaFlorida;3;1;65;98
309806;LaFlorida;3;2;125;240
323545;LaFlorida;2;1;46;360
181717;LaFlorida;1;1;530;530
89972;LaFlorida;3;1;66;73
249066;LaFlorida;4;1;120;351
68493;LaFlorida;2;1;34;60
202992;LaFlorida;3;2;96;144
193026;LaFlorida;3;2;78;142
136986;LaFlorida;3;1;89;120
323545;LaFlorida;2;1;80;360
576177;LaFlorida;1;2;138;10000
366127;LaFlorida;4;3;142;275
149440;LaFlorida;3;1;65;166
159557;LaFlorida;3;1;66;133
195014;LaFlorida;3;1;79;210
250415;LaFlorida;4;2;153;173
186800;LaFlorida;5;2;105;128
386052;LaFlorida;3;2;220;220
354570;LaFlorida;4;3;210;358
214197;LaFlorida;4;2;100;194
261519;LaFlorida;3;2;77;170
252631;LaFlorida;5;1;180;239
427700;LaFlorida;3;3;143;1300
247821;LaFlorida;3;3;65;170
119667;LaFlorida;5;1;102;121
136986;LaFlorida;3;1;89;89
282327;LaFlorida;4;3;120;171
246575;LaFlorida;3;3;125;180
122665;LaFlorida;3;1;55;135
372299;LaFlorida;4;2;146;450
118306;LaFlorida;2;1;70;100
311333;LaFlorida;8;4;189;281
168120;LaFlorida;3;2;80;157
412188;LaFlorida;3;3;108;340
212742;LaFlorida;4;2;96;187
148476;LaFlorida;3;2;116;131
389363;LaFlorida;3;2;107;260
261519;LaFlorida;4;2;93;130
279224;LaFlorida;3;4;107;75
155125;LaFlorida;3;2;160;160
735733;LaFlorida;6;7;560;3290
398892;LaFlorida;4;2;120;288
429917;LaFlorida;4;3;156;319
753462;LaFlorida;4;3;160;1000
86427;LaFlorida;3;1;52;101
137396;LaFlorida;3;2;90;110
185485;LaFlorida;4;4;160;160
79778;LaFlorida;2;1;70;80
220720;LaFlorida;3;3;102;158
87173;LaFlorida;1;1;47;120
243767;LaFlorida;7;3;140;200
206094;LaFlorida;3;;75;105
206094;LaFlorida;3;;75;105
136986;LaFlorida;3;1;90;120
174346;LaFlorida;4;2;100;240
118306;LaFlorida;3;1;67;126
176842;LaFlorida;3;2;7035;1278
323545;LaFlorida;2;1;400;400
148476;LaFlorida;2;1;68;150
117451;LaFlorida;3;1;46;106
319113;LaFlorida;4;2;100;240
381163;LaFlorida;5;3;148;241
136986;LaFlorida;4;1;88;128
398892;LaFlorida;4;4;127;370
474238;LaFlorida;4;2;140;401
240349;LaFlorida;3;1;83;168
211706;LaFlorida;3;3;93;180
84682;LaFlorida;2;1;72;60
239103;LaFlorida;6;5;155;175
105853;LaFlorida;3;1;80;100
62267;LaFlorida;3;1;;
118306;LaFlorida;3;2;80;100
321329;LaFlorida;3;3;117;285
149440;LaFlorida;4;2;71;161
118306;LaFlorida;4;2;110;120
261519;LaFlorida;4;2;140;205
561108;LaFlorida;5;3;250;615
322540;LaFlorida;3;3;108;174
434349;LaFlorida;4;3;140;385
224159;LaFlorida;4;3;161;161
404210;LaFlorida;5;4;140;315
295845;LaFlorida;4;4;130;189
127424;LaFlorida;4;2;95;131
219178;LaFlorida;3;2;165;210
407756;LaFlorida;3;3;100;300
174346;LaFlorida;4;2;90;178
319113;LaFlorida;5;3;139;200
299169;LaFlorida;3;3;116;150
471135;LaFlorida;3;3;174;284
99626;LaFlorida;3;1;69;120
224159;LaFlorida;3;2;90;153
193026;LaFlorida;4;2;90;110
61828;LaFlorida;2;1;50;60
149440;LaFlorida;5;2;154;108
177285;LaFlorida;4;1;70;100
290304;LaFlorida;3;3;116;155
332365;LaFlorida;4;2;115;337
112080;LaFlorida;3;1;85;115
101318;LaFlorida;3;1;75;68
168421;LaFlorida;3;2;70;170
997229;LaFlorida;8;2;229;5000
208443;LaFlorida;3;2;85;170
429917;LaFlorida;4;3;156;319
124100;LaFlorida;3;1;100;90
310249;LaFlorida;3;2;214;405
273973;LaFlorida;6;3;208;213
321329;LaFlorida;4;3;155;270
;LaFlorida;3;2;127;300
211706;LaFlorida;4;2;127;370
332410;LaFlorida;4;3;114;226
332410;LaFlorida;5;4;134;316
94645;LaFlorida;4;1;90;130
173518;LaFlorida;3;2;65;130
161893;LaFlorida;3;2;60;162
112080;LaFlorida;3;1;60;80
471135;LaFlorida;4;4;162;280
142005;LaFlorida;4;1;84;162
554016;LaFlorida;5;4;230;380
124533;LaFlorida;3;1;92;130
206094;LaFlorida;5;3;115;189
249066;LaFlorida;4;1;120;351
311333;LaFlorida;8;4;189;281
323545;LaFlorida;2;1;46;360
212742;LaFlorida;4;2;96;187
288088;LaFlorida;3;2;67;227
193026;LaFlorida;3;2;78;142
257950;LaFlorida;3;3;125;180
251557;LaFlorida;3;2;90;170
386052;LaFlorida;5;3;400;998
161893;LaFlorida;5;2;133;120
224159;LaFlorida;3;1;83;180
226039;LaFlorida;4;2;99;200
119667;LaFlorida;5;1;102;121
1014958;LaFlorida;4;2;124;1000
423268;LaFlorida;8;3;258;850
199253;LaFlorida;5;2;165;240
306703;LaFlorida;5;1;106;512
110803;LaFlorida;3;1;78;61
797783;LaFlorida;4;2;156;1000
174346;LaFlorida;4;1;;
325052;LaFlorida;4;3;133;200
273973;LaFlorida;3;2;85;320
175592;LaFlorida;3;3;;
363435;LaFlorida;3;2;100;227
143213;LaGranja;3;2;61;163
57285;LaGranja;3;1;;
69738;LaGranja;3;1;53;63
97507;LaGranja;3;1;120;65
87049;LaGranja;3;1;65;68
120797;LaGranja;4;2;144;180
168120;LaGranja;7;3;129;162
105853;LaGranja;2;1;47;47
115816;LaGranja;3;1;102;121
185554;LaGranja;5;4;140;170
285872;LaGranja;4;2;240;640
118182;LaGranja;3;1;93;200
89664;LaGranja;3;1;67;101
64757;LaGranja;3;1;76;60
117061;LaGranja;3;2;110;120
149440;LaGranja;3;1;59;177
68493;LaGranja;2;1;42;84
211706;LaGranja;5;2;122;120
140722;LaGranja;2;1;150;300
130760;LaGranja;3;2;74;200
242839;LaGranja;3;2;100;286
124533;LaGranja;4;1;77;170
136986;LaGranja;2;1;60;200
114570;LaGranja;4;1;90;130
201743;LaGranja;5;2;135;200
140144;LaGranja;3;2;84;126
93400;LaGranja;3;1;85;90
85928;LaGranja;4;2;200;160
187213;LaGranja;5;2;160;204
118306;LaGranja;4;1;180;180
149440;LaGranja;4;;;0
66002;LaGranja;2;1;58;69
120797;LaGranja;3;2;90;110
98381;LaGranja;3;2;;
273973;LaGranja;3;2;240;600
120797;LaGranja;3;3;142;160
155666;LaGranja;6;6;158;213
435866;LaGranja;3;2;720;0
136986;LaGranja;4;4;150;300
186800;LaGranja;2;1;60;550
224159;LaGranja;4;3;140;300
136986;LaGranja;9;3;200;300
143213;LaGranja;3;1;109;156
136986;LaGranja;3;1;;
267746;LaGranja;8;4;350;575
93400;LaGranja;3;1;74;81
137396;LaGranja;2;1;80;240
132609;LaGranja;3;2;84;126
105853;LaGranja;3;1;100;140
99626;LaGranja;3;1;;78
99626;LaGranja;2;;;156
149440;LaGranja;3;1;60;200
236613;LaGranja;5;3;100;500
199446;Lampa;3;3;80;156
161773;Lampa;3;2;68;221
199446;Lampa;3;2;88;158
161893;Lampa;2;1;60;100
177285;Lampa;3;3;84;133
161893;Lampa;3;1;85;180
80946;Lampa;2;1;55;70
70984;Lampa;4;2;57;79
132521;Lampa;3;2;68;200
489750;Lampa;4;4;182;5020
261052;Lampa;3;3;81;171
168120;Lampa;3;2;;
161893;Lampa;3;3;76;135
221163;Lampa;6;3;98;195
178082;Lampa;4;3;88;200
145817;Lampa;3;3;90;167
205208;Lampa;4;3;99;273
174803;Lampa;3;2;100;199
134371;Lampa;3;2;70;108
122042;Lampa;2;1;48;91
116122;Lampa;2;1;80;97
161768;Lampa;4;2;100;198
274792;Lampa;3;3;120;220
155666;Lampa;3;3;100;258
68369;Lampa;2;2;57;77
199253;Lampa;4;3;99;273
195014;Lampa;4;3;120;180
155125;Lampa;3;2;75;200
61644;Lampa;2;1;46;70
149440;Lampa;3;2;94;120
283656;Lampa;4;3;120;210
80946;Lampa;1;1;72;72
80946;Lampa;4;2;74;87
193014;Lampa;3;3;75;120
149440;Lampa;4;2;141;300
80946;Lampa;1;1;70;71
69738;Lampa;2;1;40;70
62267;Lampa;5;1;100;72
99626;Lampa;4;1;90;72
199446;Lampa;3;3;80;155
93400;Lampa;3;1;100;77
80946;Lampa;2;1;66;70
224159;Lampa;4;3;120;200
72229;Lampa;2;1;42;70
221606;Lampa;3;3;114;160
204764;Lampa;3;3;115;160
84682;Lampa;3;1;;
98381;Lampa;2;1;60;132
124533;Lampa;2;1;70;100
112080;Lampa;3;2;98;98
113463;Lampa;2;1;80;150
305374;Lampa;3;3;145;350
199253;Lampa;4;2;120;250
180573;Lampa;3;3;75;177
159113;Lampa;3;2;108;279
248199;Lampa;3;3;101;180
94645;Lampa;3;2;60;80
348692;Lampa;5;3;300;5000
101939;Lampa;4;1;60;99
803238;Lampa;5;4;380;5000
103362;Lampa;3;1;81;120
567313;Lampa;5;4;465;5000
221606;Lampa;4;3;140;170
87173;Lampa;1;1;36;315
161644;Lampa;3;3;130;82
169352;Lampa;4;2;200;110
94645;Lampa;4;1;70;98
103362;Lampa;6;2;133;138
177833;Lampa;4;3;119;119
124533;Lampa;3;1;51;130
122042;Lampa;4;2;120;145
438781;Lampa;3;3;184;184
149440;Lampa;3;2;67;133
598337;Lampa;5;4;286;5048
56040;Lampa;3;2;44;44
118306;Lampa;3;1;51;130
82192;Lampa;3;2;54;78
75965;Lampa;3;1;75;90
105853;Lampa;6;3;160;250
80946;Lampa;4;2;74;87
234903;Lampa;4;3;140;160
168421;Lampa;3;2;70;210
94645;Lampa;3;1;;
103362;Lampa;3;1;81;120
664819;Lampa;4;4;411;5000
149440;Lampa;4;1;75;400
105853;Lampa;6;3;160;250
195856;Lampa;3;3;;500
257064;Lampa;3;3;100;224
204764;Lampa;3;3;115;115
487534;Lampa;4;4;350;5500
124533;Lampa;2;1;70;100
217174;Lampa;3;3;115;120
68493;Lampa;3;1;88;115
80946;Lampa;4;2;250;200
332410;Lampa;3;3;131;252
318670;Lampa;3;3;123;304
155666;Lampa;5;2;140;700
176842;Lampa;4;2;110;199
43587;Lampa;1;1;55;71
48568;Lampa;2;1;57;76
224159;Lampa;6;3;110;195
93961;Lampa;3;1;51;110
438781;Lampa;5;5;320;5300
487534;Lampa;3;2;117;5100
410770;Lampa;3;2;222;6152
298879;Lampa;7;5;526;1500
203878;Lampa;3;3;100;180
112133;Lampa;3;1;50;185
230386;Lampa;7;3;120;130
199446;Lampa;4;3;123;243
323786;Lampa;4;3;5700;5700
186800;Lampa;3;2;125;228
181717;Lampa;4;3;105;157
94645;Lampa;3;1;58;103
106371;Lampa;3;2;55;79
110834;Lampa;3;2;53;87
124533;Lampa;2;2;85;120
110834;Lampa;3;2;53;87
205479;Lampa;3;2;80;222
221606;Lampa;4;3;106;183
221606;Lampa;3;3;103;220
117451;Lampa;3;1;54;96
141828;Lampa;2;1;60;100
87173;Lampa;3;2;72;72
305106;Lampa;3;1;117;2006
170637;Lampa;3;3;95;174
89664;Lampa;2;1;48;145
177285;Lampa;3;3;84;133
181052;Lampa;3;3;101;135
180573;Lampa;4;3;109;177
95890;Lampa;2;1;50;92
183889;Lampa;4;3;106;150
124100;Lampa;3;1;55;190
94645;Lampa;4;1;80;98
176837;Lampa;4;4;71;128
84682;Lampa;3;2;54;78
105853;Lampa;3;1;74;171
103362;Lampa;4;1;84;98
150692;Lampa;3;2;65;200
204764;Lampa;4;3;115;160
83437;Lampa;4;2;200;210
208310;Lampa;4;3;120;200
103362;Lampa;2;1;50;90
231631;Lampa;4;3;110;275
95890;Lampa;6;2;;
236613;Lampa;4;3;106;249
89664;Lampa;3;1;62;109
92154;Lampa;3;1;51;103
73474;Lampa;4;1;75;90
97136;Lampa;3;2;51;79
90909;Lampa;3;1;;
67248;Lampa;3;2;57;77
80946;Lampa;3;2;54;294
161893;Lampa;3;2;65;194
273973;Lampa;3;3;125;297
56040;Lampa;4;2;;
52304;Lampa;4;1;;
51059;Lampa;2;1;54;0
469806;Lampa;5;4;217;5000
221606;Lampa;3;3;100;200
80946;Lampa;2;1;;
69863;Lampa;5;1;;
161893;Lampa;3;1;85;180
73474;Lampa;4;2;100;80
107098;Lampa;3;1;80;98
292653;Lampa;3;1;118;2000
172853;Lampa;3;3;101;135
126316;Lampa;2;2;60;80
205479;Lampa;5;3;128;264
332410;Lampa;3;3;118;340
265928;Lampa;3;2;110;0
98381;Lampa;3;1;60;110
168421;Lampa;3;2;70;208
85928;Lampa;4;1;80;100
92154;Lampa;2;1;49;116
199446;Lampa;3;3;;500
93400;LaPintana;3;1;62;88
93400;LaPintana;3;2;90;80
90909;LaPintana;4;1;66;100
56040;LaPintana;1;1;40;102
52304;LaPintana;1;1;48;102
70984;LaPintana;8;2;170;0
52304;LaPintana;3;1;60;69
99626;LaPintana;3;2;54;94
62267;LaPintana;2;1;;40
82192;LaPintana;3;2;;
105853;LaPintana;2;1;54;91
67248;LaPintana;2;2;44;63
82192;LaPintana;2;2;89;102
112080;LaPintana;3;2;80;103
56040;LaPintana;4;1;80;97
155666;LaPintana;3;2;125;112
136986;LaPintana;4;2;51;117
87173;LaPintana;6;6;137;137
97136;LaPintana;3;2;89;97
80946;LaPintana;3;1;95;95
78456;LaPintana;3;2;100;60
48568;LaPintana;3;1;63;49
62267;LaPintana;3;1;33;60
105853;LaPintana;3;1;100;120
118306;LaPintana;3;1;87;100
136986;LaPintana;4;3;190;200
80946;LaPintana;3;1;70;80
84682;LaPintana;2;1;100;126
84682;LaPintana;2;1;40;230
68493;LaPintana;3;1;;
68493;LaPintana;3;1;;
168120;LaPintana;8;4;133;195
77210;LaPintana;2;1;128;90
642216;LaPintana;4;2;311;2011
643368;LaPintana;4;2;311;2011
87173;LaPintana;2;1;93;120
50083;LaPintana;3;1;50;50
83437;LaPintana;4;1;94;128
98305;LaPintana;4;3;119;99
84682;LaPintana;2;1;100;126
105853;LaPintana;3;1;100;120
68493;LaPintana;3;1;48;120
77210;LaPintana;2;1;90;128
86550;LaPintana;3;1;100;100
155666;LaPintana;3;3;125;112
59776;LaPintana;2;2;54;66
64757;LaPintana;3;1;60;162
166874;LaPintana;8;4;133;231
348692;LaPintana;6;3;157;1150
49813;LaPintana;3;1;60;300
709141;LaPintana;4;2;311;2011
1285318;LaReina;7;6;260;700
509695;LaReina;5;4;150;250
130760;LaReina;4;1;70;135
558448;LaReina;3;2;228;451
538504;LaReina;5;4;140;220
840598;LaReina;4;3;150;210
1683766;LaReina;6;3;295;1150
354570;LaReina;3;1;88;275
398448;LaReina;4;2;119;165
1236564;LaReina;5;5;311;1543
1285318;LaReina;5;4;324;1105
1006093;LaReina;4;4;260;830
1373960;LaReina;6;5;470;1100
125429;LaReina;3;1;110;220
567313;LaReina;5;4;160;286
766758;LaReina;4;3;176;600
797783;LaReina;6;5;202;638
749030;LaReina;10;5;310;926
744598;LaReina;5;3;225;486
1196675;LaReina;5;5;297;780
340831;LaReina;3;2;87;158
642659;LaReina;5;3;163;497
394460;LaReina;5;2;103;216
2511776;LaReina;4;4;228;4928
921883;LaReina;6;5;270;573
1063711;LaReina;5;4;240;600
438781;LaReina;3;2;92;420
465374;LaReina;4;3;175;318
1019390;LaReina;4;2;230;1000
952908;LaReina;4;3;145;803
433462;LaReina;4;3;198;524
323537;LaReina;5;2;139;220
531235;LaReina;6;4;161;528
487534;LaReina;3;3;139;365
549584;LaReina;3;4;200;508
532476;LaReina;5;3;190;600
442092;LaReina;3;3;103;144
642659;LaReina;5;4;180;390
354127;LaReina;4;5;98;214
311333;LaReina;3;1;84;345
802215;LaReina;4;4;213;470
487534;LaReina;3;2;128;233
1240996;LaReina;5;4;358;4000
1285318;LaReina;5;4;320;1320
1236564;LaReina;5;5;311;1543
1285318;LaReina;5;4;324;1105
531412;LaReina;4;2;133;405
1666481;LaReina;5;5;343;800
1147877;LaReina;5;4;254;825
522991;LaReina;4;3;169;408
