price_usd;comuna;habitaciones;banio;area_construida;area_total
510005;Maipu;5;2;;700
92154;Maipu;4;2;50;69
149440;Maipu;2;2;75;149
149440;Maipu;4;2;82;104
151930;Maipu;3;1;91;138
576177;Maipu;5;6;217;596
95890;Maipu;3;2;55;93
206094;Maipu;3;1;89;200
336842;Maipu;3;3;155;233
161893;Maipu;4;2;84;90
143213;Maipu;3;2;62;100
277008;Maipu;5;2;120;242
149440;Maipu;2;2;70;160
159390;Maipu;3;2;61;176
248332;Maipu;3;1;174;314
176842;Maipu;5;2;92;120
211706;Maipu;5;2;127;210
243767;Maipu;3;1;94;267
1058531;Maipu;6;2;300;1500
323786;Maipu;4;2;160;260
228255;Maipu;3;3;90;180
217933;Maipu;4;3;119;300
168421;Maipu;3;1;70;100
205562;Maipu;3;2;161;231
151930;Maipu;5;2;131;130
164384;Maipu;7;3;145;110
148194;Maipu;5;2;113;108
174346;Maipu;5;2;116;166
205479;Maipu;4;4;154;159
173101;Maipu;5;2;127;112
199446;Maipu;3;2;101;191
174346;Maipu;6;3;108;124
61163;Maipu;3;1;68;62
149440;Maipu;6;2;90;128
148299;Maipu;4;1;120;120
228476;Maipu;4;3;132;100
243767;Maipu;3;3;130;180
161893;Maipu;3;2;74;101
118306;Maipu;3;2;80;120
176837;Maipu;4;2;47;152
267746;Maipu;4;3;171;207
161644;Maipu;4;3;85;129
152927;Maipu;4;2;127;129
168120;Maipu;3;1;60;160
424155;Maipu;3;2;110;334
100872;Maipu;3;2;51;138
149440;Maipu;3;1;45;134
80946;Maipu;2;1;50;50
159557;Maipu;5;2;80;155
215442;Maipu;4;3;117;140
177330;Maipu;4;3;160;162
167180;Maipu;3;2;70;113
190138;Maipu;3;3;107;147
155666;Maipu;4;2;104;126
275678;Maipu;4;3;270;300
156897;Maipu;3;1;63;156
180573;Maipu;6;4;195;195
181185;Maipu;6;4;195;195
109589;Maipu;3;1;86;98
135180;Maipu;3;2;88;97
59834;Maipu;2;1;55;55
181717;Maipu;3;1;200;200
189290;Maipu;3;2;75;124
68493;Maipu;3;1;80;100
168120;Maipu;3;1;72;171
108144;Maipu;3;2;65;60
186800;Maipu;3;2;58;140
199253;Maipu;6;2;120;160
95890;Maipu;4;1;72;100
161893;Maipu;4;2;120;160
171523;Maipu;3;3;66;118
199253;Maipu;3;3;90;180
236613;Maipu;5;3;150;200
82192;Maipu;3;2;;
118306;Maipu;3;2;80;128
99626;Maipu;2;1;;
149440;Maipu;3;1;;
155666;Maipu;4;2;130;198
97136;Maipu;3;1;52;52
114570;Maipu;2;2;55;85
95890;Maipu;3;2;91;91
149440;Maipu;3;1;70;70
174346;Maipu;2;2;75;75
90909;Maipu;3;1;51;63
99502;Maipu;4;1;76;85
228255;Maipu;3;3;98;180
154421;Maipu;3;2;90;110
143213;Maipu;2;2;84;84
193026;Maipu;3;2;75;190
186800;Maipu;4;1;105;294
105853;Maipu;4;2;;
164388;Maipu;3;3;66;141
68493;Maipu;5;1;90;120
121352;Maipu;3;1;;
121352;Maipu;3;2;106;106
136986;Maipu;2;2;55;55
174346;Maipu;4;2;71;136
163102;Maipu;3;2;71;135
174346;Maipu;5;3;110;110
177197;Maipu;3;2;140;140
261519;Maipu;5;1;94;164
118306;Maipu;3;1;66;120
200377;Maipu;4;2;110;170
195811;Maipu;4;3;108;124
130760;Maipu;4;2;80;90
183933;Maipu;4;1;119;156
187169;Maipu;4;3;80;80
230386;Maipu;3;3;95;142
228518;Maipu;3;2;85;223
642659;Maipu;3;4;254;1100
93400;Maipu;2;1;56;70
489573;Maipu;3;2;119;600
189290;Maipu;3;2;75;124
160648;Maipu;2;1;144;54
159557;Maipu;4;2;85;300
123288;Maipu;2;1;47;128
80946;Maipu;3;2;68;162
160648;Maipu;3;2;82;108
97136;Maipu;2;1;47;86
105853;Maipu;2;1;55;121
155666;Maipu;3;3;66;141
136986;Maipu;3;3;70;100
164384;Maipu;7;3;132;142
113325;Maipu;3;1;55;100
209640;Maipu;3;3;100;110
159402;Maipu;4;2;94;131
236613;Maipu;4;4;130;200
149440;Maipu;4;2;90;200
130760;Maipu;4;2;128;70
205479;Maipu;3;1;58;282
572852;Maipu;3;1;100;1600
176842;Maipu;3;2;84;128
174346;Maipu;3;2;92;195
174346;Maipu;4;2;120;140
234016;Maipu;4;1;68;171
168120;Maipu;3;2;85;193
159557;Maipu;4;3;89;122
132964;Maipu;3;1;80;60
155666;Maipu;3;2;61;150
128532;Maipu;3;2;66;101
354919;Maipu;3;2;110;334
367867;Maipu;5;3;139;295
136986;Maipu;3;1;120;145
235367;Maipu;6;3;138;220
217933;Maipu;4;3;119;300
298879;Maipu;6;3;125;300
124100;Maipu;4;2;80;134
192798;Maipu;3;3;93;145
174346;Maipu;4;3;;
125872;Maipu;2;1;50;121
171856;Maipu;3;2;127;130
146326;Maipu;2;1;100;198
143213;Maipu;3;3;85;123
155125;Maipu;3;2;65;100
84682;Maipu;3;1;72;53
80946;Maipu;3;1;78;60
112080;Maipu;2;1;80;105
105853;Maipu;4;2;43;50
91258;Maipu;3;1;60;60
99626;Maipu;5;2;116;116
155666;Maipu;5;2;99;127
252631;Maipu;4;2;134;255
476454;Maipu;4;2;244;464
757894;Maipu;3;2;171;800
358958;Maipu;5;3;140;252
190582;Maipu;3;2;80;130
93400;Maipu;3;1;64;250
203878;Maipu;4;1;65;199
323786;Maipu;4;2;160;260
228255;Maipu;5;3;120;130
186800;Maipu;4;3;121;80
228255;Maipu;3;3;90;180
155666;Maipu;3;1;65;150
159402;Maipu;3;2;70;96
609329;Maipu;5;6;210;1110
161773;Maipu;3;3;100;180
172853;Maipu;4;2;95;132
235367;Maipu;4;4;121;200
74720;Maipu;3;1;90;60
261519;Maipu;4;3;120;225
146949;Maipu;3;1;64;80
149440;Maipu;2;1;65;289
127497;Maipu;3;2;100;80
310205;Maipu;4;2;130;120
343490;Maipu;6;4;140;212
622665;Maipu;4;5;360;5400
255293;Maipu;4;3;127;230
230386;Maipu;4;2;98;110
415556;Maipu;7;3;138;450
143213;Maipu;3;2;93;132
149440;Maipu;3;2;98;197
323773;Maipu;4;3;185;149
473225;Maipu;5;3;208;235
79468;Maipu;3;1;50;100
193026;Maipu;3;3;86;132
186800;Maipu;4;2;120;140
122042;Maipu;3;2;86;144
193026;Maipu;3;3;142;111
133250;Maipu;2;1;50;131
298867;Maipu;9;4;140;220
80946;Maipu;2;1;100;190
407756;Maipu;4;3;85;493
155666;Maipu;3;3;84;149
249928;Maipu;3;3;74;148
163138;Maipu;4;2;80;225
168421;Maipu;3;3;150;180
265928;Maipu;7;4;;
127113;Maipu;3;2;82;78
139169;Maipu;3;2;96;160
217933;Maipu;3;3;140;220
224159;Maipu;4;3;132;140
136986;Maipu;4;1;90;126
155666;Maipu;3;2;;140
161893;Maipu;3;2;127;200
249066;Maipu;3;2;80;396
186800;Maipu;4;2;75;100
186061;Maipu;4;1;85;102
164384;Maipu;3;3;86;143
154681;Maipu;5;1;56;128
186787;Maipu;3;3;105;150
149440;Maipu;3;2;115;115
620498;Maipu;5;3;1100;220
169751;Maipu;2;2;61;120
159557;Maipu;3;2;78;168
224159;Maipu;5;2;110;132
199253;Maipu;3;3;100;101
108344;Maipu;3;2;;
195014;Maipu;3;2;101;180
158157;Maipu;4;2;135;120
172478;Maipu;3;3;80;140
168120;Maipu;3;3;84;121
217174;Maipu;3;3;72;80
261496;Maipu;3;3;104;159
148920;Maipu;3;2;86;96
123275;Maipu;4;2;128;124
171856;Maipu;3;1;96;220
86550;Maipu;3;2;70;85
108344;Maipu;5;2;140;140
193026;Maipu;4;2;190;1
93400;Maipu;3;1;90;70
124533;Maipu;4;1;69;103
168120;Maipu;4;2;125;116
165008;Maipu;4;2;70;145
155666;Maipu;5;3;133;108
97136;Maipu;4;2;42;72
286426;Maipu;5;3;169;230
173739;Maipu;3;1;80;205
174980;Maipu;4;3;85;155
172853;Maipu;4;2;134;154
124533;Maipu;2;1;46;136
180573;Maipu;5;2;108;117
165629;Maipu;3;3;80;130
155125;Maipu;3;3;85;135
217933;Maipu;3;3;140;220
134496;Maipu;3;2;59;95
208310;Maipu;4;4;150;130
97684;Maipu;2;1;41;41
149440;Maipu;4;2;90;155
273973;Maipu;6;4;141;108
205479;Maipu;3;3;86;132
382936;Maipu;3;3;150;245
221606;Maipu;4;2;59;180
104155;Maipu;3;2;55;100
168120;Maipu;3;3;84;121
109589;Maipu;3;2;80;94
164384;Maipu;3;1;95;150
171856;Maipu;3;3;96;121
243767;Maipu;4;3;143;176
84682;Maipu;4;1;80;70
162659;Maipu;2;1;47;170
254847;Maipu;4;4;125;180
226039;Maipu;4;2;;
137396;Maipu;3;2;73;157
224159;Maipu;3;2;91;115
102028;Maipu;2;2;80;90
224159;Maipu;3;3;115;130
181717;Maipu;3;1;82;160
261519;Maipu;5;3;140;100
315068;Maipu;3;3;123;200
370083;Maipu;5;3;180;294
227895;Maipu;3;4;90;234
195989;Maipu;3;3;90;160
367867;Maipu;5;3;160;300
199446;Maipu;4;1;100;240
201662;Maipu;4;2;95;115
193026;Maipu;3;3;86;132
159402;Maipu;3;2;115;70
203878;Maipu;4;1;65;199
122042;Maipu;3;1;70;130
200687;Maipu;5;2;130;130
168120;Maipu;7;3;145;110
99626;Maipu;2;1;40;97
161893;Maipu;4;1;112;168
193026;Maipu;3;2;82;116
372742;Maipu;5;3;109;286
186800;Maipu;4;3;100;150
195014;Maipu;3;2;80;190
176310;Maipu;3;2;70;146
161893;Maipu;2;2;61;120
112080;Maipu;2;1;107;100
199446;Maipu;3;1;46;168
94645;Maipu;4;1;60;80
85928;Maipu;3;1;53;62
332410;Maipu;3;2;47;390
199253;Maipu;3;3;90;159
125872;Maipu;3;2;66;90
196762;Maipu;3;2;99;267
196762;Maipu;3;2;99;267
211706;Maipu;3;1;49;144
160648;Maipu;3;3;66;141
194570;Maipu;3;3;107;143
611634;Maipu;5;3;370;6170
174346;Maipu;5;4;200;250
161893;Maipu;3;1;214;100
161893;Maipu;3;3;66;141
143213;Maipu;3;1;100;113
205479;Maipu;3;2;180;180
143213;Maipu;2;2;97;128
157341;Maipu;3;2;64;125
98381;Maipu;2;1;53;73
176842;Maipu;4;3;109;128
105853;Maipu;4;1;75;160
186800;Maipu;3;3;90;178
176310;Maipu;3;2;70;146
165008;Maipu;4;2;70;145
171856;Maipu;3;3;96;121
159402;Maipu;3;2;115;70
236613;Maipu;3;3;140;165
;Maipu;3;1;60;60
332410;Maipu;3;1;88;278
160886;Maipu;5;2;104;154
188366;Maipu;4;2;130;120
124533;Maipu;3;2;132;132
134496;Maipu;3;2;70;80
234016;Maipu;4;3;118;191
175113;Maipu;3;3;75;97
136986;Maipu;4;2;10875;10875
130760;Maipu;4;2;92;128
174346;Maipu;4;2;90;160
174334;Maipu;3;3;84;165
174346;Maipu;4;3;160;180
215442;Maipu;4;3;117;140
155666;Maipu;3;2;100;126
130760;Maipu;3;2;1;1
174346;Maipu;4;2;115;136
186800;Maipu;3;2;88;138
155666;Maipu;3;1;69;138
109465;Maipu;4;1;70;140
190582;Maipu;4;2;110;125
174346;Maipu;3;1;70;140
118306;Maipu;3;2;70;70
132964;Maipu;4;2;160;187
190582;Maipu;5;3;103;120
77210;Maipu;2;1;54;80
224159;Maipu;5;3;100;165
246575;Maipu;4;3;96;176
407223;Maipu;6;3;139;450
173101;Maipu;5;2;105;182
397252;Maipu;3;1;70;699
168120;Maipu;4;2;130;128
112080;Maipu;3;1;70;94
174346;Maipu;3;3;76;118
105853;Maipu;2;2;70;130
186800;Maipu;3;1;80;253
280199;Maipu;4;2;147;270
101939;Maipu;4;2;66;62
163546;Maipu;4;3;90;130
221606;Maipu;4;2;90;177
199446;Maipu;3;3;77;77
217933;Maipu;3;3;140;220
;Maipu;4;3;107;145
184155;Maipu;3;2;805;187
99626;Maipu;3;1;43;60
425041;Maipu;5;3;139;250
173101;Maipu;4;3;93;124
88294;Maipu;3;1;65;65
88294;Maipu;2;1;;
143213;Maipu;6;2;90;230
153051;Maipu;3;1;60;162
259029;Maipu;5;4;80;199
205479;Maipu;4;2;90;210
161893;Maipu;3;1;;
161893;Maipu;2;3;96;142
141828;Maipu;3;1;60;120
174346;Maipu;5;2;70;101
161893;Maipu;5;2;190;250
149440;Maipu;3;2;74;107
78456;Maipu;2;1;50;100
236613;Maipu;4;3;113;134
99626;Maipu;2;1;64;96
168120;Maipu;4;3;90;145
158670;Maipu;4;3;90;121
136986;Maipu;2;1;96;96
207846;Maipu;4;4;115;130
208310;Maipu;4;4;100;135
174346;Maipu;5;3;90;110
174346;Maipu;3;2;60;110
163989;Maipu;3;2;70;161
130760;Maipu;3;2;60;100
190582;Maipu;2;2;80;158
136986;Maipu;3;2;65;128
186800;Maipu;4;2;120;140
186800;Maipu;4;3;110;140
168421;Maipu;4;3;90;121
172233;Maipu;3;2;130;146
147280;Maipu;3;2;86;138
279224;Maipu;3;3;104;250
186149;Maipu;3;2;75;183
161330;Maipu;3;1;129;209
122042;Maipu;4;1;80;100
166737;Maipu;4;3;95;120
186800;Maipu;4;4;140;128
136199;Maipu;3;1;60;125
134496;Maipu;3;1;50;140
314681;Maipu;3;3;123;210
211706;Maipu;4;3;144;158
572852;Maipu;4;2;140;700
106327;Maipu;4;2;80;80
205208;Maipu;3;2;95;110
130760;Maipu;3;2;77;112
392279;Maipu;5;3;150;290
212742;Maipu;4;3;110;139
175069;Maipu;4;2;111;120
199446;Maipu;3;3;96;127
108344;Maipu;4;2;68;68
197230;Maipu;3;3;98;130
149440;Maipu;3;1;84;130
113241;Maipu;2;1;86;110
151224;Maipu;3;1;89;143
230386;Maipu;3;2;84;187
192798;Maipu;3;3;110;136
136862;Maipu;3;;56;163
129994;Maipu;3;1;55;115
159402;Maipu;3;3;95;120
163546;Maipu;3;2;82;106
172410;Maipu;3;3;70;121
109589;Maipu;3;1;62;103
272576;Maipu;4;2;142;180
168421;Maipu;4;2;94;131
122042;Maipu;3;2;70;100
293407;Maipu;4;4;155;170
379826;Maipu;3;2;70;699
121420;Maipu;3;1;;
115816;Maipu;2;1;96;111
230386;Maipu;4;2;170;205
118306;Maipu;3;2;82;145
155666;Maipu;3;1;67;135
498132;Maipu;3;2;190;750
136986;Maipu;2;2;70;120
174222;Maipu;3;1;70;200
174346;Maipu;5;2;108;176
190582;Maipu;4;3;107;159
211706;Maipu;5;2;60;150
118306;Maipu;3;1;80;128
120797;Maipu;2;1;60;72
130760;Maipu;2;2;56;128
139477;Maipu;3;1;77;156
647572;Maipu;5;5;343;344
160635;Maipu;3;2;61;176
265928;Maipu;3;2;106;156
189695;Maipu;3;2;113;120
136986;Maipu;3;1;46;146
149440;Maipu;2;2;78;144
186149;Maipu;4;3;108;121
155125;Maipu;3;1;55;131
260831;Maipu;3;3;90;120
322216;Maipu;3;3;137;200
168120;Maipu;4;3;93;124
190535;Maipu;3;3;80;125
180573;Maipu;3;2;130;156
144458;Maipu;4;2;100;125
141968;Maipu;4;1;79;79
105853;Maipu;3;1;70;120
64757;Maipu;2;1;;
112080;Maipu;3;1;;
87173;Maipu;3;2;;
136986;Maipu;4;1;;
267746;Maipu;4;3;171;207
97136;Maipu;4;1;100;72
146949;Maipu;3;3;80;123
105853;Maipu;4;1;75;160
217933;Maipu;3;3;140;220
106371;Maipu;3;2;80;120
186149;Maipu;4;2;139;130
220423;Maipu;4;2;180;205
267746;Maipu;4;3;171;207
225994;Maipu;4;3;116;159
130906;Maipu;3;2;86;138
149440;Maipu;3;2;206;206
156410;Maipu;2;2;84;159
180573;Maipu;4;3;135;156
74720;Maipu;2;1;60;60
119552;Maipu;4;1;75;125
186800;Maipu;6;4;180;180
217933;Maipu;3;2;124;205
311333;Maipu;3;1;121;390
93400;Maipu;2;1;46;62
174346;Maipu;2;2;51;100
99626;Maipu;3;1;45;135
129197;Maipu;2;1;65;120
159402;Maipu;4;3;90;130
236144;Maipu;3;3;116;128
151930;Maipu;3;1;91;138
341274;Maipu;12;12;231;186
170282;Maipu;3;2;70;112
89664;Maipu;3;1;62;107
376731;Maipu;5;3;140;160
224159;Maipu;3;3;;
173101;Maipu;4;3;146;280
122042;Maipu;3;2;90;110
153001;Maipu;4;2;91;114
115235;Maipu;5;1;68;120
168120;Maipu;3;3;100;140
143213;Maipu;4;1;108;204
180573;Maipu;3;3;120;140
144709;Maipu;3;2;60;110
102740;Maipu;4;2;142;88
139477;Maipu;3;2;96;128
159278;Maipu;4;;94;130
184309;Maipu;4;3;;
130760;Maipu;2;2;56;128
118306;Maipu;3;1;80;128
230386;Maipu;3;2;84;187
139477;Maipu;3;2;61;141
158157;Maipu;4;2;135;135
210461;Maipu;4;3;144;158
174346;Maipu;5;3;110;110
159402;Maipu;3;2;66;115
203878;Maipu;3;3;131;90
171523;Maipu;3;3;66;118
133238;Maipu;4;2;128;124
97136;Maipu;3;2;72;90
136986;Maipu;3;2;72;120
124533;Maipu;4;1;65;90
129514;Maipu;4;2;70;128
261496;Maipu;5;3;130;240
124533;Maipu;3;2;83;152
193026;Maipu;3;1;100;150
199253;Maipu;7;3;195;199
171731;Maipu;4;2;110;152
161893;Maipu;3;2;94;154
175069;Maipu;6;4;100;160
193026;Maipu;4;3;139;110
105853;Maipu;5;2;114;120
143213;Maipu;3;1;50;116
107098;Maipu;3;2;77;130
112080;Maipu;3;1;120;120
242839;Maipu;3;1;;200
168421;Maipu;3;2;108;122
102117;Maipu;3;1;71;100
248199;Maipu;5;3;140;224
147257;Maipu;3;2;90;110
163989;Maipu;4;2;80;225
;Maipu;5;1;56;128
209197;Maipu;6;2;106;149
126316;Maipu;2;2;90;105
105853;Maipu;2;1;45;60
230386;Maipu;4;4;114;0
136986;Maipu;2;1;60;171
572852;Maipu;4;2;140;700
174222;Maipu;3;1;70;200
208310;Maipu;4;4;140;128
163546;Maipu;3;2;82;106
136862;Maipu;3;;56;163
119623;Maipu;4;2;60;0
186800;Maipu;5;2;130;182
211706;Maipu;4;3;90;188
211706;Maipu;5;2;110;120
175956;Maipu;4;2;97;150
242839;Maipu;4;2;139;339
69738;Maipu;4;1;68;90
171523;Maipu;3;3;66;118
175956;Maipu;3;2;127;130
109589;Maipu;3;1;;
93400;Maipu;2;1;75;68
122042;Maipu;3;2;82;93
102117;Maipu;4;2;18;70
180573;Maipu;3;1;;256
195014;Maipu;3;1;92;200
132964;Maipu;2;1;50;130
129514;Maipu;3;2;77;112
124408;Maipu;3;2;85;70
168120;Maipu;3;3;90;112
181717;Maipu;2;1;65;117
99626;Maipu;4;1;162;160
193026;Maipu;3;3;;
130760;Maipu;3;1;81;127
207645;Maipu;5;3;;
180573;Maipu;4;2;120;120
105853;Maipu;3;2;120;140
311333;Maipu;3;1;63;600
128487;Maipu;4;2;118;132
168120;Maipu;4;3;107;145
125778;Maipu;3;2;70;90
121420;Maipu;3;3;79;106
143213;Maipu;3;3;85;119
149440;Maipu;3;2;77;126
145704;Maipu;5;2;92;139
109589;Maipu;4;1;80;110
87173;Maipu;3;1;;
105853;Maipu;4;1;;
118306;Maipu;3;1;64;85
118306;Maipu;2;2;90;100
161893;Maipu;3;2;100;152
161893;Maipu;5;1;82;144
84682;Maipu;2;1;49;60
193026;Maipu;3;3;86;132
78331;Maipu;3;1;42;80
219346;Maipu;6;2;181;170
108587;MaríaPinto;5;2;160;200
174582;MaríaPinto;3;2;96;529
93400;Melipilla;3;1;43;198
199253;Melipilla;3;3;140;160
146949;Melipilla;6;3;120;140
146526;Melipilla;3;2;84;134
367424;Melipilla;8;5;470;5600
56040;Melipilla;4;1;88;66
143213;Melipilla;3;2;65;150
87173;Melipilla;3;1;74;151
67248;Melipilla;3;2;60;470
94848;Melipilla;5;1;80;100
323786;Melipilla;4;3;172;5200
72229;Melipilla;2;1;48;84
531856;Melipilla;5;4;290;14560
346770;Melipilla;4;2;172;900
224159;Melipilla;3;3;120;5100
130760;Melipilla;3;2;90;200
249066;Melipilla;4;1;120;303
58531;Melipilla;4;1;60;80
332410;Melipilla;7;4;550;5000
265928;Melipilla;4;2;250;5000
80946;Melipilla;2;1;54;120
118306;Melipilla;3;3;95;95
68493;Melipilla;3;1;89;230
63512;Melipilla;3;2;80;125
217933;Melipilla;3;3;130;250
146526;Melipilla;3;2;84;134
149440;Melipilla;4;2;290;1000
149427;Melipilla;3;1;85;1665
85928;Melipilla;3;1;65;136
148476;Melipilla;3;2;85;131
372354;Melipilla;2;2;5000;5000
376731;Melipilla;3;3;140;5000
136986;Melipilla;5;2;129;129
709141;Melipilla;5;4;310;1758
334626;Melipilla;3;3;5000;5000
88643;Melipilla;3;1;73;129
80665;Melipilla;3;1;54;137
311333;Melipilla;6;4;340;5500
99502;Melipilla;3;1;65;101
74720;Melipilla;2;1;;
143213;Melipilla;4;3;160;180
46077;Melipilla;3;1;84;1050
186800;Melipilla;3;1;;
435866;Melipilla;5;3;280;10000
56040;Melipilla;4;1;38;81
209215;PadreHurtado;4;3;130;180
101939;PadreHurtado;3;2;53;65
171967;PadreHurtado;3;2;74;140
99626;PadreHurtado;5;3;106;168
89664;PadreHurtado;3;2;65;90
93400;PadreHurtado;2;1;60;90
108344;PadreHurtado;3;1;65;90
199446;PadreHurtado;3;3;84;169
274748;PadreHurtado;4;3;135;260
469806;PadreHurtado;3;3;140;5000
168120;PadreHurtado;3;2;68;113
89664;PadreHurtado;3;2;51;72
282327;PadreHurtado;4;3;115;321
332410;PadreHurtado;4;3;120;326
376731;PadreHurtado;3;3;180;400
274748;PadreHurtado;4;3;135;260
143213;PadreHurtado;3;3;62;126
128269;PadreHurtado;3;2;62;100
167978;PadreHurtado;3;2;68;100
160648;PadreHurtado;3;3;72;156
148194;PadreHurtado;3;3;57;57
158005;PadreHurtado;2;2;62;153
13296;PadreHurtado;3;3;100;237
94404;PadreHurtado;3;2;70;80
103362;PadreHurtado;2;1;;
394460;PadreHurtado;5;3;225;340
412809;PadreHurtado;3;4;180;200
96177;PadreHurtado;3;2;75;100
102117;PadreHurtado;2;1;50;60
168120;PadreHurtado;3;2;90;140
217174;PadreHurtado;3;3;94;165
118306;PadreHurtado;3;2;120;189
81684;PadreHurtado;2;1;53;58
168120;PadreHurtado;3;1;55;215
68493;PadreHurtado;3;2;65;65
168643;PadreHurtado;3;2;77;140
353241;PadreHurtado;3;3;267;134
205479;PadreHurtado;2;1;70;250
64757;PadreHurtado;1;1;25;100
61021;PadreHurtado;2;1;50;70
105841;PadreHurtado;5;1;100;184
134496;PadreHurtado;3;2;59;167
185554;PadreHurtado;3;3;90;140
311333;PadreHurtado;2;2;90;516
394460;PadreHurtado;6;6;199;354
97136;PadreHurtado;3;2;110;55
168120;PadreHurtado;3;2;90;140
465374;PadreHurtado;5;4;340;5000
118306;PadreHurtado;3;2;78;118
221518;PadreHurtado;2;2;108;271
93400;PadreHurtado;3;1;70;162
514969;PadreHurtado;6;4;5000;5000
94360;PadreHurtado;3;1;65;86
93400;PadreHurtado;3;2;51;72
93400;PadreHurtado;3;1;71;162
109589;PadreHurtado;2;1;70;92
207867;PadreHurtado;3;3;77;136
207867;PadreHurtado;3;3;77;136
108344;PadreHurtado;4;2;75;85
207867;PadreHurtado;3;3;77;136
203878;PadreHurtado;3;3;85;177
105853;PadreHurtado;8;2;100;320
102117;PadreHurtado;3;2;56;90
93400;PadreHurtado;2;1;55;85
305817;PadreHurtado;3;3;110;250
149440;PadreHurtado;3;2;99;206
93400;PadreHurtado;4;1;90;164
225595;PadreHurtado;3;2;90;180
168120;PadreHurtado;3;2;77;140
443213;PadreHurtado;4;3;175;380
110803;PadreHurtado;4;2;75;125
200775;PadreHurtado;4;1;140;403
155125;PadreHurtado;3;3;78;133
425484;PadreHurtado;5;5;360;6610
332410;PadreHurtado;3;3;135;298
225595;PadreHurtado;3;3;90;180
118306;PadreHurtado;5;2;125;290
230471;PadreHurtado;3;3;110;200
274792;PadreHurtado;4;3;107;310
108344;PadreHurtado;3;2;77;77
273906;PadreHurtado;4;3;140;260
160648;PadreHurtado;2;3;69;157
216731;PadreHurtado;3;3;90;180
149440;PadreHurtado;3;1;70;325
136986;PadreHurtado;3;1;50;130
148476;PadreHurtado;3;2;87;110
101939;PadreHurtado;3;1;92;130
115816;PadreHurtado;4;2;140;180
155666;PadreHurtado;3;2;68;114
79701;PadreHurtado;2;2;57;60
342466;PadreHurtado;7;5;281;1260
152553;PadreHurtado;3;3;75;145
359002;PadreHurtado;3;3;124;300
155666;PadreHurtado;3;3;78;145
247821;PadreHurtado;3;3;140;300
155666;PadreHurtado;3;2;68;114
81569;Paine;2;1;54;97
143213;Paine;3;1;60;1164
314681;Paine;3;3;150;6000
642659;Paine;4;2;350;5000
230515;Paine;3;2;110;180
100210;Paine;3;1;70;105
92154;Paine;3;1;60;105
91789;Paine;3;1;70;105
305106;Paine;4;3;200;800
100875;Paine;3;1;70;70
65463;Paine;4;2;60;60
99900;Paine;2;1;52;52
62267;Paine;4;1;117;117
145704;Paine;4;1;95;167
881994;Paine;8;8;562;5000
150116;Paine;5;2;160;140
133873;Paine;3;2;67;145
350138;Paine;5;3;250;350
155666;Paine;4;2;115;480
175592;Paine;5;2;125;750
261519;Paine;8;3;240;1000
101939;Paine;3;1;60;123
68698;Paine;2;1;35;112
99989;Paine;4;;;0
881994;Paine;6;8;562;5000
161893;Paine;3;2;125;455
332410;Paine;4;2;100;5100
185554;Paine;3;2;118;13800
149440;Paine;3;2;84;91
122042;Paine;2;1;55;90
82438;Paine;2;1;32;103
95690;Paine;2;1;65;80
67248;Paine;4;1;65;70
73751;Paine;3;1;72;91
101939;Paine;4;1;78;106
569529;Paine;4;3;260;8600
429917;Paine;3;4;191;2660
483102;Paine;3;4;248;11700
265928;Paine;4;2;120;5000
131944;Paine;4;2;103;100
323786;Paine;4;2;;5100
234903;Peñaflor;3;3;90;120
149440;Peñaflor;3;3;130;150
186800;Peñaflor;3;3;93;93
797783;Peñaflor;5;4;787;5000
185839;Peñaflor;3;1;121;328
144709;Peñaflor;3;1;82;190
194349;Peñaflor;3;3;95;180
199446;Peñaflor;3;3;94;120
199446;Peñaflor;3;3;94;140
83767;Peñaflor;2;1;60;80
49813;Peñaflor;2;1;50;25
80946;Peñaflor;3;1;82;82
99626;Peñaflor;3;2;90;90
74720;Peñaflor;4;3;90;90
98381;Peñaflor;2;1;58;58
93400;Peñaflor;2;1;50;50
193026;Peñaflor;4;2;140;140
199253;Peñaflor;3;2;80;80
300631;Peñaflor;4;3;110;272
181717;Peñaflor;3;2;150;228
124100;Peñaflor;3;1;95;87
127024;Peñaflor;2;2;65;179
99626;Peñaflor;3;2;71;75
112080;Peñaflor;3;2;83;88
218929;Peñaflor;4;3;110;165
161893;Peñaflor;2;2;91;184
74720;Peñaflor;4;1;100;100
68493;Peñaflor;3;2;55;80
118306;Peñaflor;3;1;92;120
612299;Peñaflor;4;2;120;1539
62267;Peñaflor;4;1;;
197230;Peñaflor;3;2;100;269
187878;Peñaflor;3;3;122;150
529639;Peñaflor;5;4;8000;320
144709;Peñaflor;3;1;100;200
144000;Peñaflor;3;2;70;150
221606;Peñaflor;3;4;100;180
234903;Peñaflor;3;3;90;160
421052;Peñaflor;4;3;215;5000
684932;Peñaflor;4;2;220;912
174346;Peñaflor;4;2;160;180
310249;Peñaflor;4;3;110;300
571745;Peñaflor;4;4;7000;441
197230;Peñaflor;3;2;102;269
311333;Peñaflor;2;1;;
130760;Peñaflor;3;2;66;131
198338;Peñaflor;3;3;80;123
68493;Peñaflor;3;2;72;100
143213;Peñaflor;3;2;;
858503;Peñaflor;3;4;502;725
112080;Peñaflor;3;2;110;1121
73474;Peñaflor;3;2;89;78
161773;Peñaflor;3;3;73;160
319113;Peñaflor;4;3;120;380
223823;Peñaflor;3;3;120;250
102117;Peñaflor;3;1;68;73
