price_usd;comuna;dorm;bath;built_area;total_area;parqking
983811;SanMiguel;3;1;112;660;2
188366;Maipu;4;2;130;120;
181717;PuenteAlto;3;2;88;198;2
199253;Ñuñoa;3;1;75;100;2
598337;Vitacura;3;2;120;350;2
185706;EstacionCentral;7;2;161;183;3
374515;Peñalolén;4;4;139;295;1
651523;LasCondes;4;2;136;308;4
597758;EstacionCentral;2;2;138;352;4
124533;Maipu;3;2;132;132;
134496;Maipu;3;2;70;80;
92777;SanBernardo;3;1;65;80;2
87173;LaFlorida;3;1;120;140;1
190582;PuenteAlto;3;3;88;144;3
234016;Maipu;4;3;118;191;3
175113;Maipu;3;3;75;97;1
819944;Colina;5;5;245;745;2
173101;CerroNavia;7;5;204;204;2
223823;Peñaflor;3;3;120;250;
155125;LaFlorida;3;1;90;120;1
186800;QuintaNormal;1;1;40;250;6
374515;Peñalolén;3;3;125;205;2
212951;PuenteAlto;3;2;73;168;1
74720;PuenteAlto;2;1;72;102;
105853;PuenteAlto;3;2;;;1
1085872;Vitacura;4;3;260;500;3
124533;PuenteAlto;2;1;65;120;2
149440;PuenteAlto;4;2;120;140;1
374515;Peñalolén;5;4;180;219;2
327978;SanJosédeMaipo;5;2;144;500;2
448319;LaCisterna;5;3;182;390;3
940852;Providencia;4;4;600;1000;4
598337;LasCondes;3;2;150;240;2
118306;Melipilla;3;3;95;95;
208310;SanBernardo;3;2;117;271;
286426;LaCisterna;8;2;150;580;4
704709;Colina;3;3;232;5000;
3988917;Vitacura;6;5;450;5000;8
257064;Lampa;3;3;100;224;1
273973;Providencia;8;8;112;112;
421052;LasCondes;4;3;90;252;2
62267;PuenteAlto;3;2;;;
1063711;LasCondes;1;5;203;800;6
143213;LaFlorida;3;1;80;100;2
98381;LaGranja;3;2;;;2
273973;LaGranja;3;2;240;600;
136986;LoPrado;4;2;;;2
751246;Santiago;12;7;1055;911;
286426;Macul;3;2;98;357;
598337;Providencia;3;2;146;210;2
255293;Santiago;10;5;;;
99626;PuenteAlto;2;2;80;100;1
450809;LasCondes;4;2;235;235;
1772852;LasCondes;4;5;350;310;
930747;Colina;5;3;480;5000;
367372;LasCondes;6;3;120;288;3
567313;Ñuñoa;5;5;202;255;
204764;Lampa;3;3;115;115;1
68493;PuenteAlto;4;1;70;80;1
1684209;Vitacura;10;7;600;6000;10
217174;Santiago;7;2;128;228;1
37360;PuenteAlto;1;1;45;45;1
398892;LaFlorida;3;3;114;299;2
755722;Santiago;11;7;397;187;
117451;PuenteAlto;2;1;50;129;1
1174514;LasCondes;5;5;383;1565;
274792;QuintaNormal;6;3;240;200;2
81994;PuenteAlto;2;1;49;104;2
173973;Cerrillos;4;2;106;112;1
576177;Vitacura;5;3;160;160;3
236613;PuenteAlto;4;3;155;150;2
886426;Vitacura;1;3;160;305;
775623;Santiago;3;2;210;1800;4
62267;ElBosque;3;1;90;65;1
136986;Maipu;4;2;10875;10875;1
230386;EstacionCentral;3;1;240;240;1
653739;Colina;4;4;250;607;4
205355;SanMiguel;4;1;160;200;1
123288;CerroNavia;4;2;119;144;3
152953;PuenteAlto;3;2;68;80;
598337;LaReina;4;4;140;204;2
130760;Maipu;4;2;92;128;1
531856;Talagante;3;3;180;5141;
160648;LoPrado;9;2;110;214;
759651;SanMiguel;9;5;364;303;1
70984;CerroNavia;3;1;59;66;
174346;Maipu;4;2;90;160;3
281440;LaReina;3;2;91;117;1
448319;LaCisterna;5;2;182;390;3
137396;SanJoaquín;3;1;145;160;1
523039;Ñuñoa;4;3;173;200;1
376731;Colina;3;3;139;390;
174334;Maipu;3;3;84;165;
338615;SanJosédeMaipo;3;2;140;1017;6
89664;SanBernardo;3;1;53;72;1
323786;Santiago;4;2;196;280;
118306;Renca;2;1;60;72;1
280199;Providencia;3;1;80;80;
349695;Santiago;7;3;171;180;
186800;Pudahuel;3;1;73;231;1
102117;Peñaflor;3;1;68;73;
140233;PuenteAlto;3;2;56;80;1
373599;Peñalolén;4;3;103;230;2
246575;LaCisterna;5;2;115;215;3
174346;Maipu;4;3;160;180;5
412188;LaFlorida;3;3;108;340;2
376288;LaFlorida;3;3;105;300;2
120797;LaGranja;3;3;142;160;1
87173;Quilicura;2;1;60;80;
215442;Maipu;4;3;117;140;3
124533;PuenteAlto;3;2;112;258;2
155666;Maipu;3;2;100;126;2
697385;EstacionCentral;6;3;484;437;1
221606;PuenteAlto;3;3;94;180;
1285318;LasCondes;5;5;353;1638;
315124;EstacionCentral;7;2;170;294;
1099168;Colina;6;6;380;3600;8
326737;LaFlorida;6;3;154;237;
130760;Maipu;3;2;1;1;
2216065;LasCondes;3;9;644;3460;7
155666;LaGranja;6;6;158;213;3
1307478;LaReina;5;5;393;2180;10
1063711;Colina;7;5;410;5000;4
326737;LaFlorida;6;3;154;200;2
709141;LaReina;5;4;176;293;2
819944;Vitacura;4;2;337;165;3
74720;SanBernardo;3;1;45;120;
797783;Santiago;5;3;220;310;2
174346;Maipu;4;2;115;136;2
186800;Maipu;3;2;88;138;1
317828;LaFlorida;4;3;109;211;2
1617727;Vitacura;10;7;600;6000;10
68493;Melipilla;3;1;89;230;1
112080;PuenteAlto;3;2;80;98;
249066;LoBarnechea;3;2;77;248;
518559;Pudahuel;4;4;165;532;2
363435;Peñalolén;4;3;117;224;3
363435;Peñalolén;4;4;139;295;1
88643;PuenteAlto;4;2;87;90;1
363745;Providencia;3;1;79;144;
155666;Maipu;3;1;69;138;2
562880;LaReina;5;4;170;245;3
1161218;Vitacura;4;4;200;400;
109465;Maipu;4;1;70;140;
460941;LaFlorida;5;4;194;454;2
1050415;Santiago;6;4;636;298;
242715;PuenteAlto;3;2;118;241;
113325;LaFlorida;3;1;61;124;2
190582;Maipu;4;2;110;125;2
117451;ElBosque;3;1;88;115;1
593905;Providencia;7;3;200;350;2
1325207;LoBarnechea;5;5;378;900;3
161893;LaFlorida;2;1;98;150;3
174346;Maipu;3;1;70;140;2
111457;Pudahuel;2;1;53;125;
102117;PuenteAlto;3;1;67;105;1
343490;LaFlorida;3;1;100;522;
111690;LaFlorida;3;1;65;65;1
616066;Colina;3;4;192;500;2
243767;ElBosque;3;1;80;360;5
1085872;LoBarnechea;5;4;249;1900;5
105729;Pudahuel;3;2;93;162;2
731301;Colina;5;5;5000;278;10
205479;Macul;3;2;92;150;
155125;LaFlorida;3;1;89;120;1
97136;Colina;11;4;184;184;3
292653;LaFlorida;4;3;134;185;2
177285;Independencia;5;3;200;380;1
975068;Providencia;13;15;298;176;
1674902;LoBarnechea;5;4;260;1226;4
118306;Maipu;3;2;70;70;1
704709;LaReina;4;4;179;300;3
1139057;LoBarnechea;5;5;320;1200;
748587;Vitacura;3;4;134;231;1
237119;SanBernardo;4;3;116;158;
740166;LaReina;5;4;190;510;4
136986;Renca;3;2;108;156;4
195517;PuenteAlto;3;3;83;120;1
93400;Quilicura;2;2;52;67;1
746814;LasCondes;3;3;204;204;2
205479;PuenteAlto;3;3;74;220;3
193026;Huechuraba;2;2;171;180;
670537;LoBarnechea;3;2;170;250;
243767;Quilicura;4;3;113;115;2
479452;Peñaflor;7;6;325;5000;15
90909;Quilicura;5;2;60;70;
216731;LaFlorida;3;2;85;105;1
180573;PedroAguirreCerda;5;3;141;176;2
762326;LasCondes;4;4;171;554;2
279224;LaFlorida;3;3;100;100;1
126316;PuenteAlto;3;2;92;84;2
203878;PadreHurtado;3;3;85;177;2
1218836;LoBarnechea;6;5;330;2514;3
731878;Pirque;10;5;5250;5250;
933998;LasCondes;6;5;325;1035;
728518;Colina;6;2;235;550;
80946;PuenteAlto;2;1;90;85;
105853;PuenteAlto;4;1;79;79;1
330012;LaCisterna;8;5;300;500;
132964;Maipu;4;2;160;187;2
593905;Vitacura;4;3;100;250;2
598337;LasCondes;5;3;197;300;3
1183064;SanBernardo;7;6;450;5000;3
143213;Conchalí;7;2;153;180;2
156277;LaFlorida;3;2;78;110;2
236613;Recoleta;5;2;180;300;
59776;LaFlorida;3;1;62;62;
354570;Huechuraba;4;4;200;375;2
206316;Macul;5;2;110;180;2
487534;LaReina;3;2;128;233;3
80946;LaFlorida;3;1;60;60;
684932;Santiago;5;3;200;390;2
1218836;Providencia;3;2;233;753;3
1861494;LoBarnechea;7;6;472;1670;
281445;Santiago;4;4;250;250;
522105;Santiago;11;4;303;156;2
547945;Ñuñoa;4;2;140;300;
793351;LasCondes;5;3;210;309;
1240996;Ñuñoa;6;3;352;703;3
1444874;LoBarnechea;4;4;420;1600;1
99626;SanBernardo;3;1;121;160;
85928;PuenteAlto;3;2;70;84;2
190582;Maipu;5;3;103;120;2
496887;Conchalí;4;2;140;512;5
93400;Quilicura;3;1;80;80;1
1772852;LoBarnechea;5;5;562;1000;
80946;PuenteAlto;3;1;48;200;1
166781;Buin;3;2;75;116;1
77210;Maipu;2;1;54;80;
180573;Quilicura;3;2;77;114;1
864265;Colina;6;5;280;880;5
161893;LoEspejo;5;2;60;80;
624930;LaReina;5;4;180;390;2
598337;LaReina;4;3;152;333;2
102117;PuenteAlto;3;1;67;105;1
224159;Maipu;5;3;100;165;2
175069;Tiltil;3;3;116;245;4
485679;Macul;3;1;131;588;6
435866;Curacaví;4;3;;;
359002;Peñalolén;3;3;122;200;3
80946;SanBernardo;4;2;43;63;1
156986;PuenteAlto;3;3;68;85;1
230386;QuintaNormal;4;2;185;185;1
195014;PuenteAlto;3;2;97;233;2
155666;PedroAguirreCerda;6;2;85;245;7
1329196;LoBarnechea;4;4;310;730;2
168120;CerroNavia;4;1;104;160;1
356786;Peñalolén;5;3;131;241;1
246575;Maipu;4;3;96;176;2
124533;SanBernardo;2;2;115;90;
110834;ElBosque;3;1;80;162;1
155666;PuenteAlto;4;1;;;1
407223;Maipu;6;3;139;450;5
1329639;LasCondes;4;4;1173;268;8
173101;Maipu;5;2;105;182;2
99626;Quilicura;3;2;46;87;1
629362;Colina;4;8;5000;5000;
363435;LaFlorida;3;3;104;300;2
354127;Peñalolén;7;3;207;207;
473225;SanMiguel;6;3;136;399;2
158780;Buin;5;3;123;132;1
151930;Pudahuel;3;2;87;136;2
571745;Vitacura;3;2;90;255;3
209215;Pirque;3;2;;;
753462;LaReina;4;3;571;158;
237429;EstacionCentral;3;2;180;200;1
1263157;Vitacura;3;3;204;519;
531412;Santiago;4;3;146;196;1
161893;Renca;4;2;89;221;
93400;PuenteAlto;4;1;61;61;
470116;LaReina;5;3;133;300;
452077;LasCondes;2;2;114;266;2
397252;Maipu;3;1;70;699;2
1014958;Vitacura;3;3;235;365;1
70984;SanBernardo;2;1;;;1
297011;ElBosque;4;2;110;900;5
105853;PadreHurtado;8;2;100;320;
85928;PuenteAlto;3;1;58;134;2
659146;LasCondes;3;2;139;418;2
236613;SanMiguel;2;1;200;200;1
205479;CerroNavia;3;2;124;300;1
633795;Santiago;10;5;579;579;
629362;LasCondes;5;3;147;250;2
247821;Cerrillos;3;1;130;200;2
124533;LaReina;3;1;89;135;
554016;LaReina;5;2;200;240;1
87173;ElBosque;3;1;90;110;1
93400;PuenteAlto;2;1;49;79;2
;Santiago;4;3;127;250;2
114570;PuenteAlto;3;2;84;84;1
159402;LaFlorida;3;1;130;95;
1551245;Providencia;4;2;249;890;
105853;Independencia;3;2;126;146;
168120;Maipu;4;2;130;128;1
474238;LasCondes;4;2;98;98;2
183933;LoPrado;5;2;120;130;
63512;Melipilla;3;2;80;125;
819944;Santiago;15;15;272;390;
112080;Maipu;3;1;70;94;
1108032;Colina;5;5;300;3000;2
176842;QuintaNormal;3;2;128;253;2
886426;LaFlorida;3;2;180;1000;4
174346;Maipu;3;3;76;118;2
217933;Santiago;4;2;147;157;1
132077;SanBernardo;6;3;90;218;
98381;Quilicura;3;2;85;80;1
135180;PuenteAlto;2;1;74;128;1
89086;LaFlorida;3;1;64;75;1
466703;LaReina;1;1;72;251;2
567313;LoBarnechea;4;4;160;300;1
71606;Colina;2;1;;;
161893;LaCisterna;2;1;50;320;2
1218836;LasCondes;4;4;500;1518;4
105853;Maipu;2;2;70;130;
348692;Peñalolén;4;3;106;303;2
385595;SanMiguel;4;3;200;450;2
243767;LaFlorida;3;1;112;544;3
186800;Maipu;3;1;80;253;1
620498;LasCondes;4;4;156;320;2
655955;Ñuñoa;3;2;250;636;3
176837;SanRamon;5;1;125;171;2
198426;PuenteAlto;3;2;70;142;1
118306;PedroAguirreCerda;3;2;83;160;1
1152354;LasCondes;7;5;490;1200;6
280199;Maipu;4;2;147;270;3
1551245;LasCondes;6;6;740;1390;8
72229;Quilicura;2;1;56;56;1
660025;EstacionCentral;7;2;390;406;3
93387;PuenteAlto;2;1;66;81;1
425484;LaFlorida;4;3;149;358;2
642659;LasCondes;4;4;151;208;2
881994;Vitacura;3;2;120;325;1
101939;Maipu;4;2;66;62;1
598337;Colina;3;3;180;500;2
271202;Quilicura;4;3;95;110;1
1019390;LasCondes;4;4;260;796;3
114570;Santiago;4;1;80;90;2
155044;SanBernardo;2;2;90;120;1
567313;Santiago;3;2;140;246;3
78755;SanBernardo;4;1;;;2
192798;Pudahuel;2;2;140;180;2
163546;Maipu;4;3;90;130;1
221606;Maipu;4;2;90;177;3
102117;PadreHurtado;3;2;56;90;1
105853;PuenteAlto;4;2;80;80;1
211706;LaCisterna;4;2;100;300;2
199253;PuenteAlto;3;3;90;120;1
236613;LaFlorida;5;1;80;390;1
435866;LaGranja;3;2;720;;6
99626;LaFlorida;3;2;90;72;1
59776;Buin;2;1;80;130;
204942;PuenteAlto;4;2;190;200;1
199253;LaCisterna;4;2;125;240;2
93400;PadreHurtado;2;1;55;85;
217933;Melipilla;3;3;130;250;2
975068;LaReina;5;4;250;600;
199253;PuenteAlto;3;3;;;2
345706;Peñalolén;4;3;116;236;3
342466;Peñalolén;4;4;150;240;
775623;Colina;6;4;300;5000;
68493;Peñaflor;3;2;65;90;1
341274;Peñalolén;4;3;110;161;2
141385;Independencia;3;2;85;100;
664819;LasCondes;5;3;162;500;3
736487;Colina;4;4;240;4000;6
199446;Maipu;3;3;77;77;1
709141;Talagante;5;6;600;5800;1
319113;LaReina;3;1;73;154;1
531856;LasCondes;3;3;133;242;2
124533;Recoleta;4;1;100;211;
576177;LasCondes;3;2;100;260;
885983;LasCondes;4;2;173;433;1
217933;Maipu;3;3;140;220;3
749030;Vitacura;3;2;117;413;2
483102;Talagante;3;2;200;5000;
311333;Conchalí;9;9;190;190;1
1795012;Vitacura;6;4;392;1143;
389584;Huechuraba;5;4;140;300;
269917;SanJoaquín;3;2;110;223;
390027;Huechuraba;5;3;140;250;2
305817;PadreHurtado;3;3;110;250;
664819;LasCondes;3;2;180;140;
126981;LaFlorida;3;1;150;347;
159402;LaReina;3;2;72;135;1
411302;LasCondes;3;2;70;183;
811080;LaReina;4;3;147;600;2
99626;Buin;2;2;52;91;1
339975;Peñalolén;4;2;250;500;4
396676;Macul;4;3;140;328;4
99614;Quilicura;1;1;140;160;
1006093;LasCondes;5;3;227;227;3
487313;CaleradeTango;5;3;5300;5300;
308033;LaReina;2;2;91;140;4
487534;Lampa;4;4;350;5500;2
84682;LaPintana;2;1;40;230;5
89664;SanBernardo;2;1;50;80;2
171856;SanBernardo;3;2;116;94;2
190535;Santiago;3;2;64;149;3
318804;LasCondes;4;2;113;270;2
336842;Peñalolén;4;3;110;220;2
;Maipu;4;3;107;145;3
185554;Paine;3;2;118;13800;5
726869;Colina;5;4;280;6000;6
184155;Maipu;3;2;805;187;1
223645;Macul;3;2;101;192;1
168421;Conchalí;2;1;74;234;3
180573;PedroAguirreCerda;5;3;141;176;1
242839;Santiago;6;2;100;100;
221606;PuenteAlto;3;3;158;138;1
367867;Macul;7;4;200;300;5
242748;LaFlorida;4;3;129;161;3
186800;SanBernardo;6;2;161;200;1
2038780;Vitacura;5;5;491;1028;2
136986;LaFlorida;4;1;60;97;1
379833;Huechuraba;4;4;140;260;3
186800;ElBosque;6;2;200;300;1
403324;Colina;3;4;140;450;3
300277;LaFlorida;4;3;109;146;1
487091;LaFlorida;5;3;155;299;4
576177;Ñuñoa;5;3;204;250;2
354570;Peñaflor;3;2;;;2
1019390;LasCondes;4;3;245;1049;4
1013451;LasCondes;5;4;315;569;4
224159;EstacionCentral;4;2;90;243;1
1103600;Santiago;5;3;15190;15190;10
149440;Peñaflor;4;2;140;200;1
110803;Quilicura;3;2;87;98;
56040;PuenteAlto;2;1;60;80;1
359002;Colina;3;3;104;284;2
172853;PuenteAlto;3;2;80;120;1
642659;LaReina;5;4;180;390;2
90286;PuenteAlto;2;1;52;70;1
124533;Lampa;2;1;70;100;1
277584;Macul;4;2;136;235;
1651855;LoBarnechea;5;4;260;760;4
82814;LaFlorida;4;2;140;180;3
120174;LoPrado;3;2;55;162;
84682;EstacionCentral;2;1;50;70;1
199253;Ñuñoa;4;1;85;144;1
545152;SanMiguel;5;2;221;450;
107656;PedroAguirreCerda;4;1;70;120;
1085872;LoBarnechea;6;5;348;700;
99626;Maipu;3;1;43;60;
149440;PadreHurtado;3;2;99;206;1
704709;Santiago;5;2;267;559;
120797;PuenteAlto;4;2;80;80;1
385595;Buin;3;3;118;366;2
425041;Maipu;5;3;139;250;1
1080332;LaReina;4;4;200;760;7
136986;Pudahuel;5;4;134;100;2
68493;LaPintana;3;1;;;
336842;Peñalolén;4;3;147;176;3
1280885;LoBarnechea;6;5;342;841;4
130760;Huechuraba;4;2;94;105;1
180573;LaReina;7;2;64;135;1
975068;SanMiguel;7;3;345;1000;1
230028;Independencia;5;2;140;140;2
173101;Maipu;4;3;93;124;1
149440;PuenteAlto;3;1;60;190;
292521;Ñuñoa;3;2;85;139;1
217174;Lampa;3;3;115;120;1
185554;Tiltil;3;2;70;1500;
88294;Maipu;3;1;65;65;
88294;Maipu;2;1;;;
143213;Maipu;6;2;90;230;
153051;Maipu;3;1;60;162;
155044;PuenteAlto;3;2;70;200;
136986;Peñaflor;3;2;70;120;
139477;Renca;3;2;114;162;
280075;Conchalí;5;2;140;290;
474238;Ñuñoa;6;3;179;205;
527423;LasCondes;4;3;140;380;2
190847;PedroAguirreCerda;3;1;90;180;1
930747;LasCondes;4;4;204;489;2
481329;Ñuñoa;5;2;288;183;4
227989;Tiltil;4;3;139;7942;
753462;LoBarnechea;3;4;250;1100;
336842;Peñalolén;4;3;147;176;1
1285318;LoBarnechea;6;6;500;5700;8
336239;Peñalolén;4;3;121;200;1
414404;Macul;4;2;102;393;5
104155;SanRamon;3;1;51;162;
398506;Providencia;4;4;160;226;
146526;Melipilla;3;2;84;134;2
535492;Talagante;5;4;5000;5000;1
246575;Buin;4;3;110;216;
68698;PuenteAlto;4;1;78;63;
211706;SanMiguel;2;2;145;145;
212299;Buin;3;3;90;190;2
259029;Maipu;5;4;80;199;3
221669;Buin;4;3;125;180;2
454293;LaReina;4;2;140;291;4
172853;PuenteAlto;3;3;80;173;1
207867;Buin;3;3;89;184;2
217174;Buin;3;3;86;189;2
308343;LaFlorida;3;2;85;500;
68493;Lampa;3;1;88;115;
119667;PuenteAlto;3;1;54;127;1
155666;PuenteAlto;2;1;110;165;2
82192;PuenteAlto;2;1;120;200;2
130760;Conchalí;4;1;130;180;
332410;Peñalolén;4;3;133;181;1
1573406;LoBarnechea;6;5;418;746;
92154;PuenteAlto;2;1;37;75;
68493;PuenteAlto;3;1;43;95;
149440;Huechuraba;3;1;52;153;
205479;Maipu;4;2;90;210;
105853;Quilicura;2;2;75;100;
467856;SanMiguel;4;2;190;300;3
84682;Colina;4;2;85;112;2
731301;Vitacura;3;3;135;375;2
598337;SanBernardo;4;4;450;2000;4
84682;PuenteAlto;3;1;80;122;3
136986;Huechuraba;2;1;54;200;
95291;LaFlorida;2;1;65;70;
104608;SanBernardo;4;1;100;120;1
903711;LoBarnechea;6;3;255;650;7
646202;LaFlorida;5;5;1630;198;
336239;SanMiguel;3;2;160;200;1
183064;Recoleta;4;2;190;200;1
183064;Recoleta;4;2;190;200;1
384266;LaFlorida;3;3;125;287;3
624930;LasCondes;5;3;148;300;
159402;EstacionCentral;3;1;70;161;
68493;LaPintana;3;1;;;1
480886;Huechuraba;4;4;140;400;2
330238;Peñalolén;5;4;180;200;2
87173;ElBosque;3;1;90;110;1
1119552;LasCondes;5;6;384;800;7
620055;Colina;4;4;225;430;2
210305;LaFlorida;4;2;119;163;2
332410;LaFlorida;3;3;126;376;
959556;Peñaflor;3;5;505;7332;60
311333;SanMiguel;7;2;150;300;4
199253;Conchalí;14;2;100;205;1
163546;SanBernardo;5;2;167;252;4
220720;SanMiguel;3;2;195;245;1
124100;Santiago;2;1;37;37;
174346;PuenteAlto;3;1;95;199;3
731301;Santiago;17;15;350;350;
249066;QuintaNormal;5;1;132;350;3
58531;PuenteAlto;3;1;44;70;
1728531;Vitacura;5;4;600;5800;
112080;Pudahuel;2;1;66;162;1
211706;Colina;4;3;98;128;
438781;Colina;3;3;140;400;2
686980;CaleradeTango;6;4;330;5000;3
1635456;LasCondes;6;8;536;1856;6
1440442;LoBarnechea;4;5;300;1073;3
130760;Independencia;3;2;101;105;
1232132;Vitacura;6;4;243;652;6
975068;Colina;4;5;260;3000;6
168120;SanMiguel;2;1;100;200;
1728531;LasCondes;5;5;370;1050;
96443;Talagante;2;1;60;90;2
751246;Colina;4;4;270;5000;7
87173;CerroNavia;3;1;90;70;
514127;Huechuraba;5;4;140;400;3
93275;Pudahuel;2;1;46;73;2
702049;Huechuraba;5;4;190;635;2
228255;PuenteAlto;3;3;115;298;
93400;PadreHurtado;4;1;90;164;
261519;LaFlorida;4;3;90;223;4
161893;Maipu;3;1;;;1
66002;Pudahuel;2;1;60;87;1
75789;LaFlorida;3;1;46;100;1
224159;Pudahuel;3;1;73;198;2
1052631;LasCondes;5;4;280;800;3
305817;Santiago;4;3;248;201;4
442770;Santiago;3;3;140;490;3
221606;PuenteAlto;3;3;125;156;2
184155;PuenteAlto;5;3;170;99;2
77210;PuenteAlto;3;2;93;100;1
638227;Colina;3;4;155;390;2
465374;Santiago;3;2;150;427;3
168120;LaFlorida;3;2;95;101;1
225595;PadreHurtado;3;2;90;180;2
58531;PuenteAlto;2;1;67;60;1
249066;LaFlorida;3;2;144;148;1
208310;Colina;4;3;110;170;1
59776;PuenteAlto;2;1;38;64;
78456;PuenteAlto;2;1;115;80;
791135;LaReina;5;4;200;500;2
1019390;LasCondes;5;4;208;410;3
330012;Peñalolén;5;2;127;162;
200775;SanBernardo;4;3;130;166;
243324;PuenteAlto;3;3;98;228;1
82814;ElBosque;3;1;51;70;1
190847;PedroAguirreCerda;3;1;90;180;1
163138;PuenteAlto;3;2;70;152;1
655955;LaReina;4;3;240;600;6
80946;LaFlorida;3;1;60;60;
95291;LoPrado;3;2;87;109;1
443213;Huechuraba;5;4;140;430;5
1130193;LasCondes;4;4;270;887;
354570;Santiago;3;1;160;200;1
191468;PuenteAlto;3;3;70;140;
118306;Conchalí;3;2;72;160;
722437;LaReina;6;3;250;350;
161893;ElBosque;3;1;180;180;2
136986;ElBosque;7;2;174;200;2
518559;Huechuraba;4;3;140;365;2
137396;PuenteAlto;3;2;;;1
224159;Santiago;4;2;134;102;2
80946;Lampa;4;2;250;200;3
547945;SanMiguel;3;2;120;650;
841218;Providencia;3;4;182;497;
186800;Ñuñoa;3;2;100;150;2
174346;LoEspejo;3;1;123;147;2
283213;Colina;4;3;130;280;3
90909;PuenteAlto;2;1;130;152;1
252631;Quilicura;3;2;98;191;1
209838;ElBosque;3;2;120;360;3
99626;PuenteAlto;5;1;85;68;1
93400;Santiago;2;1;62;62;
89751;IsladeMaipo;3;1;68;148;
1732963;LaReina;4;3;295;1150;
2280331;Vitacura;4;6;500;686;18
842105;LoBarnechea;4;3;480;5000;3
149440;LoPrado;3;1;120;180;3
593905;Santiago;7;3;318;498;1
376731;Ñuñoa;3;3;93;121;1
136986;LaCisterna;2;1;85;145;1
83324;Pudahuel;3;1;62;116;
96443;Talagante;3;1;62;90;2
753462;Ñuñoa;3;2;600;600;1
249066;Ñuñoa;4;2;150;226;2
610212;LasCondes;4;4;150;300;6
939611;LasCondes;3;3;252;805;3
778282;LaReina;10;4;222;799;8
161893;Maipu;2;3;96;142;2
438781;Colina;3;3;124;340;4
332410;Lampa;3;3;131;252;
356164;Santiago;5;2;252;299;3
141828;Maipu;3;1;60;120;2
662603;LaReina;5;3;231;600;
174346;Maipu;5;2;70;101;
1191667;Macul;7;;500;1760;
1418281;LoBarnechea;5;5;370;1050;5
775623;LasCondes;3;4;136;410;
1240996;LoBarnechea;2;2;120;1431;
159402;Santiago;8;4;102;140;
460941;SanMiguel;6;2;186;429;2
118306;PuenteAlto;3;1;96;44;
722291;Providencia;9;5;289;488;
221606;LaFlorida;3;3;90;100;1
1635456;Vitacura;7;5;740;1300;
327978;Peñalolén;4;2;110;278;2
952908;Colina;4;6;400;5000;8
161893;Maipu;5;2;190;250;2
560399;QuintaNormal;6;4;200;400;
327978;Peñalolén;4;2;110;278;1
1019390;LaReina;4;3;275;1343;1
485679;Macul;3;1;650;650;8
160648;Santiago;3;1;120;120;
704265;Providencia;5;3;178;412;3
91258;PuenteAlto;3;2;58;134;2
234460;Buin;3;3;81;206;
128532;EstacionCentral;2;1;88;57;
143213;PuenteAlto;5;2;100;138;1
363213;Huechuraba;4;4;160;207;2
105853;PedroAguirreCerda;7;1;121;182;3
463263;LaReina;3;2;160;160;
637783;LoBarnechea;3;3;192;1037;5
371108;LaFlorida;4;3;142;275;
323786;PuenteAlto;5;3;136;205;1
112576;SanBernardo;2;1;70;90;
224159;SanMiguel;3;1;80;350;3
149440;Maipu;3;2;74;107;
1147922;LasCondes;5;2;240;505;
78456;Maipu;2;1;50;100;
311333;LaCisterna;4;4;200;350;2
801994;LasCondes;6;7;800;1092;6
257064;PuenteAlto;4;3;140;320;2
327534;Peñalolén;5;2;143;200;2
749030;Colina;5;5;270;3600;8
374844;Macul;6;3;153;321;3
1329639;LasCondes;6;3;300;610;6
286426;SanMiguel;3;2;125;300;3
318670;Lampa;3;3;123;304;2
409972;Talagante;4;3;6800;6800;10
134072;Pudahuel;3;2;80;120;1
1447090;Huechuraba;4;3;250;2300;6
819944;Talagante;6;7;427;5808;7
79701;PuenteAlto;3;1;90;100;1
155666;Lampa;5;2;140;700;2
310249;LaFlorida;5;2;100;373;2
771191;LasCondes;4;4;195;400;2
249066;LaFlorida;3;1;220;60;
236613;Maipu;4;3;113;134;
298879;EstacionCentral;4;2;345;345;
168120;LaPintana;8;4;133;195;
509695;SanBernardo;4;4;186;2125;5
149440;Paine;3;2;84;91;2
99626;Maipu;2;1;64;96;1
398506;Peñaflor;7;5;400;5000;30
680332;Colina;3;4;208;641;3
306437;LaCisterna;3;;;;
443213;LaFlorida;5;4;220;437;3
576177;LasCondes;3;3;108;245;2
168120;Maipu;4;3;90;145;1
188366;ElMonte;6;2;130;230;
155666;PuenteAlto;4;1;;;1
158094;Quilicura;3;2;91;80;3
168120;PadreHurtado;3;2;77;140;
554016;LoBarnechea;5;4;220;1550;
174346;Peñaflor;3;2;57;211;3
77210;LaPintana;2;1;128;90;1
527601;EstacionCentral;1;1;100;744;
473225;Providencia;4;3;225;225;2
149440;LaCisterna;4;1;130;264;2
278781;Santiago;4;3;143;193;2
205479;Renca;4;2;90;100;1
158670;Maipu;4;3;90;121;1
149440;LaCisterna;3;1;100;364;1
323773;Peñalolén;5;4;170;225;3
709141;LasCondes;4;4;187;450;
212698;EstacionCentral;4;1;125;170;
642216;LaPintana;4;2;311;2011;
161893;Quilicura;3;3;80;140;2
176842;Lampa;4;2;110;199;2
576177;Macul;5;2;197;624;
452077;LaFlorida;4;3;199;384;2
43587;Lampa;1;1;55;71;1
155666;PuenteAlto;4;2;140;200;
219390;SanBernardo;4;3;156;156;
1373960;LaReina;4;4;324;1105;
136986;Maipu;2;1;96;96;1
